#{"t_start": 1706187320.441495, "env_id": null}
r,l,t
0.0,50,39339.908459
1.0,8,39339.945904
1.0,50,39341.34459
4.0,11,39341.481869
1.0,2,39341.505293
1.0,50,39342.486493
1.0,50,39343.315705
0.0,50,39344.414041
2.0,50,39344.94759
1.0,50,39346.095959
2.0,14,39346.408488
3.0,15,39346.559078
0.0,50,39348.363899
2.0,9,39348.544422
1.0,50,39349.593321
0.0,50,39350.319911
4.0,43,39351.266831
1.0,29,39351.883584
0.0,50,39352.707497
2.0,12,39352.96847
3.0,13,39353.1298
2.0,2,39353.170221
1.0,1,39353.249684
2.0,6,39353.35233
0.0,50,39354.202589
0.0,50,39355.592237
0.0,50,39356.724419
1.0,50,39357.51313
2.0,2,39357.584731
1.0,1,39357.61842
3.0,49,39358.222547
0.0,50,39360.613039
2.0,50,39404.960057
2.0,50,39405.424605
2.0,50,39406.326144
2.0,50,39406.720349
2.0,50,39408.865301
0.0,50,39410.104736
0.0,50,39413.003401
4.0,46,39416.967851
2.0,14,39417.035612
2.0,50,39417.886877
0.0,50,39418.293114
1.0,1,39418.304844
0.0,50,39420.337461
2.0,50,39421.72897
1.0,4,39421.749295
0.0,50,39422.284524
1.0,50,39422.8996
1.0,24,39423.071418
0.0,50,39423.535081
4.0,50,39424.402815
3.0,32,39425.168837
2.0,20,39425.683707
0.0,50,39426.622422
1.0,50,39427.750648
3.0,8,39427.98301
1.0,50,39429.651833
2.0,2,39429.683919
0.0,50,39431.397571
2.0,2,39431.472792
1.0,3,39431.508035
3.0,19,39431.813883
1.0,50,39433.595958
1.0,4,39433.665057
0.0,50,39434.560045
1.0,19,39434.815896
1.0,50,39435.658601
2.0,7,39435.736905
3.0,10,39435.977874
0.0,50,39436.737139
2.0,2,39436.775039
1.0,50,39437.737658
2.0,18,39438.167871
2.0,50,39439.038661
2.0,9,39439.384897
2.0,9,39439.576986
2.0,50,39440.040741
2.0,2,39440.086865
3.0,50,39440.625599
1.0,50,39441.540337
3.0,11,39441.659262
1.0,17,39441.885807
0.0,50,39442.519878
2.0,2,39442.576211
0.0,50,39443.552705
2.0,19,39443.767844
3.0,9,39443.982508
1.0,50,39444.891577
2.0,7,39445.174624
0.0,50,39446.176657
1.0,50,39447.216149
1.0,50,39448.091488
0.0,50,39449.124057
2.0,8,39449.318642
2.0,4,39449.440527
4.0,19,39489.587885
3.0,32,39490.075235
2.0,19,39490.938064
0.0,50,39491.718952
2.0,2,39491.755204
4.0,49,39492.384764
0.0,50,39493.001591
0.0,50,39493.69078
1.0,50,39495.106246
2.0,9,39495.214948
0.0,50,39496.579233
2.0,3,39496.670908
1.0,1,39496.689368
4.0,4,39496.779928
5.0,17,39497.046696
0.0,50,39497.914169
1.0,50,39499.396879
3.0,39,39500.581435
2.0,50,39502.042595
2.0,50,39503.425719
2.0,4,39503.467767
1.0,1,39503.484267
1.0,13,39503.672296
0.0,50,39504.451465
1.0,5,39504.561664
1.0,6,39504.592502
1.0,50,39505.294382
2.0,17,39506.269596
1.0,9,39506.40446
1.0,2,39506.419958
2.0,50,39509.710034
0.0,50,39510.21383
2.0,50,39513.096539
2.0,2,39513.277168
2.0,8,39513.369203
2.0,15,39513.559489
2.0,50,39514.743202
0.0,50,39515.601503
4.0,11,39515.953206
4.0,7,39516.145296
0.0,50,39516.520119
3.0,17,39516.653126
4.0,15,39516.995646
2.0,9,39517.281351
4.0,50,39517.773971
4.0,29,39518.266239
1.0,10,39518.359777
3.0,50,39518.702821
1.0,50,39521.675942
2.0,16,39522.194924
2.0,14,39522.452011
4.0,50,39522.878217
0.0,50,39523.354935
1.0,50,39523.950218
2.0,10,39524.088569
1.0,3,39524.226082
2.0,32,39524.534616
2.0,2,39524.565606
4.0,14,39525.121796
2.0,50,39525.521103
3.0,43,39526.114962
1.0,25,39526.221281
3.0,21,39526.433896
1.0,9,39526.536613
1.0,50,39527.19962
0.0,50,39528.944016
0.0,50,39531.230906
3.0,6,39531.350411
1.0,50,39532.490795
1.0,50,39533.177705
2.0,20,39533.782034
0.0,50,39573.153363
2.0,50,39574.180742
2.0,50,39575.252208
4.0,24,39575.724359
3.0,19,39575.975527
1.0,1,39575.983079
0.0,50,39576.426466
5.0,15,39576.779015
1.0,50,39578.331327
0.0,50,39578.803586
0.0,50,39579.641597
1.0,1,39579.668475
3.0,14,39579.796646
0.0,50,39581.443314
1.0,50,39582.064465
2.0,5,39582.129853
1.0,3,39582.17494
2.0,15,39582.287261
2.0,13,39582.41491
3.0,6,39582.479451
0.0,50,39583.241654
4.0,44,39583.694402
4.0,35,39584.154967
0.0,50,39585.017544
2.0,4,39585.138798
2.0,50,39585.765982
1.0,6,39585.800827
1.0,5,39585.868157
2.0,16,39585.984089
0.0,50,39586.879528
0.0,50,39587.659573
2.0,50,39589.429416
5.0,32,39590.051726
1.0,7,39590.235378
0.0,50,39590.554283
1.0,50,39591.197653
2.0,8,39591.357148
2.0,50,39593.398878
4.0,47,39594.068074
5.0,32,39594.464469
1.0,50,39595.038019
3.0,8,39595.727557
2.0,2,39595.74275
0.0,50,39596.864393
1.0,1,39596.868599
0.0,50,39598.198997
1.0,3,39598.329861
0.0,50,39598.907659
1.0,50,39600.036798
2.0,11,39600.238551
3.0,5,39600.339898
2.0,13,39600.547194
3.0,36,39600.986231
2.0,36,39601.679569
4.0,50,39602.296768
1.0,50,39607.297525
2.0,50,39607.599435
0.0,50,39607.950818
0.0,50,39608.508938
0.0,50,39609.325291
3.0,10,39609.449721
3.0,15,39609.807922
1.0,50,39610.606189
3.0,21,39610.963098
0.0,50,39612.088423
1.0,50,39648.496951
2.0,12,39648.786437
3.0,17,39649.058752
2.0,3,39649.186505
4.0,32,39649.648905
0.0,50,39651.286098
2.0,4,39651.347028
6.0,21,39651.658354
1.0,23,39651.941051
0.0,50,39653.394325
0.0,50,39654.486054
5.0,31,39655.172077
2.0,13,39655.533477
0.0,50,39656.114157
2.0,50,39656.959636
3.0,50,39657.565397
0.0,50,39659.842579
3.0,28,39660.515159
2.0,14,39660.921057
0.0,50,39662.45917
3.0,3,39662.511501
1.0,1,39662.526681
5.0,47,39663.038983
3.0,14,39663.297163
4.0,23,39663.689728
3.0,14,39663.917246
0.0,50,39665.879377
0.0,50,39666.167488
4.0,9,39666.300364
2.0,17,39666.45564
3.0,50,39666.918559
1.0,50,39667.789127
1.0,50,39668.243319
1.0,50,39670.072765
1.0,50,39670.685776
0.0,50,39671.574229
2.0,27,39672.009755
4.0,14,39672.211462
5.0,34,39672.889181
0.0,50,39673.385077
1.0,50,39674.553576
2.0,50,39675.240293
2.0,3,39675.334064
2.0,50,39677.56229
1.0,5,39677.636284
1.0,50,39677.991637
3.0,47,39678.835833
1.0,50,39680.449314
2.0,11,39680.712451
3.0,9,39680.919666
1.0,50,39681.470633
2.0,3,39681.502807
4.0,24,39681.667967
2.0,30,39682.147937
0.0,50,39683.051079
2.0,50,39684.109449
3.0,40,39684.39998
2.0,50,39684.794991
3.0,9,39684.887591
2.0,28,39686.038762
1.0,1,39686.066147
1.0,3,39686.126518
1.0,50,39688.116427
3.0,16,39688.321727
0.0,50,39752.284181
1.0,1,39752.332886
0.0,50,39753.844521
0.0,50,39754.962634
4.0,8,39755.06925
1.0,50,39756.797996
1.0,1,39756.816913
1.0,50,39757.326057
2.0,2,39757.367843
3.0,9,39757.523049
0.0,50,39758.317592
4.0,16,39758.568924
0.0,50,39759.545442
2.0,50,39760.06253
1.0,50,39761.059963
4.0,18,39761.414231
0.0,50,39763.759159
4.0,7,39763.910539
3.0,15,39764.148927
5.0,15,39764.53983
0.0,50,39764.973548
1.0,50,39765.722921
2.0,4,39765.963919
1.0,2,39765.980457
1.0,50,39766.597499
0.0,50,39767.100409
7.0,20,39767.386629
2.0,11,39767.631039
1.0,1,39767.649886
2.0,50,39768.472106
1.0,18,39768.726877
0.0,50,39769.521582
2.0,17,39769.845344
4.0,10,39769.995407
0.0,50,39770.5941
5.0,37,39770.945167
1.0,50,39773.356486
2.0,8,39773.501575
0.0,50,39775.264048
0.0,50,39776.00442
1.0,50,39777.758145
2.0,50,39778.869323
1.0,3,39778.9456
3.0,16,39779.085796
1.0,50,39779.469773
1.0,50,39780.277718
0.0,50,39784.123871
0.0,50,39784.634858
1.0,50,39785.051838
0.0,50,39786.131329
0.0,50,39787.072539
2.0,16,39787.221687
1.0,50,39788.609138
4.0,20,39789.022351
1.0,50,39789.597259
1.0,1,39789.602388
1.0,50,39792.173582
2.0,31,39792.319397
2.0,3,39792.413841
0.0,50,39792.92551
3.0,9,39793.094922
1.0,50,39794.567997
0.0,50,39831.8038
2.0,8,39831.874929
1.0,50,39833.071882
3.0,27,39833.92399
2.0,14,39834.100997
1.0,3,39834.196232
1.0,50,39834.916581
2.0,50,39835.39864
0.0,50,39835.7504
2.0,50,39836.363546
1.0,50,39837.147635
3.0,50,39839.333979
1.0,5,39839.362001
2.0,3,39839.495878
3.0,10,39839.611585
3.0,37,39839.839928
2.0,31,39840.125813
4.0,21,39840.720114
1.0,50,39841.500874
0.0,50,39843.278005
1.0,50,39844.042279
2.0,50,39845.335958
1.0,1,39845.369861
1.0,6,39845.492569
2.0,11,39845.632797
1.0,50,39846.145379
4.0,24,39846.327297
1.0,1,39846.379275
1.0,50,39846.994687
1.0,1,39847.015169
1.0,1,39847.024848
1.0,50,39847.325622
0.0,50,39847.952173
0.0,50,39848.388929
1.0,50,39849.468478
3.0,24,39850.012603
3.0,21,39850.538147
6.0,39,39851.424648
2.0,50,39851.782501
4.0,22,39852.096877
1.0,50,39853.116752
2.0,17,39853.82733
2.0,3,39853.852188
3.0,43,39854.649352
1.0,50,39855.304818
0.0,50,39857.881618
0.0,50,39858.824091
3.0,5,39858.988487
2.0,50,39859.452563
1.0,1,39859.460924
0.0,50,39860.634642
4.0,30,39861.256159
4.0,30,39861.87154
1.0,50,39862.343436
4.0,10,39862.478132
0.0,50,39863.416957
3.0,50,39866.762661
0.0,50,39867.720799
1.0,50,39868.063392
2.0,6,39868.174384
0.0,50,39868.915713
2.0,6,39869.034453
1.0,4,39869.062157
1.0,6,39869.163769
0.0,50,39869.731711
4.0,27,39901.788824
2.0,5,39901.985456
3.0,6,39902.02363
2.0,50,39903.230306
0.0,50,39904.244639
4.0,8,39904.439354
1.0,9,39904.576194
1.0,50,39905.759598
0.0,50,39906.613795
1.0,50,39906.937036
3.0,7,39906.990647
3.0,16,39907.273608
1.0,1,39907.284221
4.0,11,39907.392223
0.0,50,39908.557992
2.0,50,39909.049736
3.0,39,39909.366895
2.0,4,39909.513982
1.0,50,39909.857003
5.0,42,39911.140608
1.0,50,39911.74841
2.0,15,39911.992124
1.0,50,39912.660809
0.0,50,39913.812922
2.0,7,39914.071134
0.0,50,39914.600142
1.0,50,39915.815696
2.0,7,39916.022372
2.0,50,39916.934671
2.0,4,39917.009032
0.0,50,39918.411466
3.0,6,39918.501911
1.0,50,39919.487205
1.0,50,39920.293921
5.0,19,39920.430424
1.0,50,39922.974757
1.0,50,39924.030434
2.0,50,39925.77283
1.0,50,39926.247856
4.0,32,39927.00021
2.0,3,39927.083002
3.0,5,39927.218873
2.0,2,39927.312175
1.0,50,39927.797696
2.0,26,39928.158937
2.0,50,39929.43553
2.0,22,39929.902417
2.0,50,39930.744237
1.0,50,39931.320737
0.0,50,39932.162733
2.0,3,39932.234496
1.0,1,39932.319858
2.0,3,39932.331738
1.0,50,39933.20443
2.0,22,39933.360717
0.0,50,39934.416979
4.0,22,39934.979974
2.0,33,39935.392311
0.0,50,39936.705633
4.0,11,39936.790956
4.0,24,39937.084927
1.0,50,39937.663976
1.0,50,39938.35243
0.0,50,39939.815545
1.0,1,39939.857182
3.0,50,39995.583167
3.0,50,39996.184422
2.0,50,39997.335933
4.0,11,39997.605563
3.0,22,39997.721416
1.0,50,39999.334624
1.0,3,39999.486204
4.0,30,39999.783674
5.0,41,40000.923704
3.0,26,40001.046797
1.0,50,40003.046767
2.0,11,40003.097168
1.0,2,40003.107063
0.0,50,40003.833675
1.0,50,40004.795574
2.0,19,40005.021315
1.0,50,40005.686408
4.0,35,40005.971983
0.0,50,40007.570517
4.0,7,40007.658623
2.0,27,40008.049422
4.0,6,40008.138366
1.0,1,40008.177957
1.0,50,40010.005443
0.0,50,40010.377202
0.0,50,40011.294332
0.0,50,40012.018038
4.0,27,40012.408317
6.0,20,40012.663243
4.0,28,40013.003459
1.0,50,40014.110327
3.0,13,40014.258702
2.0,3,40014.307528
2.0,50,40015.524518
2.0,2,40015.690566
4.0,8,40015.937645
4.0,26,40016.315111
1.0,50,40018.593488
4.0,11,40018.728652
3.0,4,40018.813733
1.0,7,40018.846263
0.0,50,40019.569544
4.0,17,40019.823292
3.0,8,40019.892158
1.0,50,40020.5228
0.0,50,40022.16518
3.0,7,40022.258273
0.0,50,40023.343915
2.0,14,40024.012514
2.0,50,40024.626398
1.0,50,40025.008365
2.0,18,40025.276906
1.0,6,40025.309479
1.0,50,40025.587404
4.0,25,40025.997797
1.0,50,40026.613276
3.0,9,40026.85143
1.0,1,40026.858045
3.0,33,40027.003006
0.0,50,40027.757692
5.0,12,40028.065344
1.0,7,40028.176541
2.0,23,40028.319195
1.0,6,40028.402336
0.0,50,40029.381803
1.0,1,40029.388073
1.0,50,40030.250216
4.0,9,40030.410174
2.0,50,40031.362607
0.0,50,40032.314378
0.0,50,40068.476992
2.0,50,40069.326883
0.0,50,40070.49776
2.0,50,40071.197498
2.0,13,40071.31625
1.0,2,40071.355265
1.0,22,40072.166915
3.0,11,40072.745249
2.0,5,40072.797822
0.0,50,40073.562513
2.0,50,40074.268812
4.0,44,40074.913224
0.0,50,40076.130498
3.0,10,40076.368679
0.0,50,40078.599127
4.0,40,40079.318789
2.0,50,40080.112517
1.0,1,40080.175776
2.0,6,40080.23506
4.0,45,40080.626591
2.0,9,40080.66382
0.0,50,40082.189373
5.0,14,40082.294301
2.0,3,40082.31698
3.0,13,40082.669664
1.0,50,40083.539754
1.0,1,40083.551842
3.0,11,40083.809439
4.0,34,40084.289137
1.0,50,40085.141349
3.0,33,40085.654535
2.0,2,40085.688467
1.0,50,40086.547913
1.0,50,40088.29283
2.0,2,40088.400535
0.0,50,40089.369709
0.0,50,40089.983267
3.0,10,40090.310481
4.0,41,40091.12646
3.0,21,40091.469167
1.0,1,40091.547699
0.0,50,40092.362125
0.0,50,40094.42953
2.0,17,40094.808505
1.0,50,40095.67971
0.0,50,40096.354139
1.0,50,40097.406823
2.0,50,40098.309974
0.0,50,40099.145871
1.0,16,40099.513969
2.0,6,40099.583303
2.0,4,40099.65281
3.0,15,40099.799563
3.0,6,40099.833279
2.0,2,40099.916913
3.0,22,40100.183418
0.0,50,40100.617023
2.0,50,40101.642983
0.0,50,40102.679462
1.0,5,40102.705728
1.0,2,40102.724846
4.0,11,40102.991275
2.0,19,40103.15215
1.0,7,40103.284928
4.0,11,40103.529719
3.0,50,40105.191782
1.0,1,40105.205236
2.0,18,40105.579448
1.0,1,40105.605823
2.0,10,40105.710675
3.0,50,40106.505143
2.0,16,40106.787167
0.0,50,40107.641063
1.0,1,40107.653567
4.0,22,40107.883567
1.0,50,40144.560162
1.0,18,40144.738424
2.0,7,40144.871345
1.0,50,40145.740186
3.0,29,40146.516338
4.0,4,40146.714649
2.0,2,40146.74141
1.0,50,40147.69551
3.0,13,40147.904167
2.0,2,40147.9334
1.0,6,40147.987389
2.0,5,40148.070896
0.0,50,40149.561095
2.0,10,40149.701062
0.0,50,40150.175588
2.0,9,40150.305673
1.0,50,40152.775487
3.0,12,40153.160618
4.0,11,40153.398617
1.0,50,40153.930467
1.0,50,40154.64897
2.0,2,40154.670713
2.0,7,40154.794369
2.0,14,40154.977584
2.0,50,40156.294363
2.0,2,40156.312366
2.0,17,40156.460935
0.0,50,40157.595765
1.0,50,40158.777906
1.0,50,40159.41227
3.0,26,40159.796756
0.0,50,40162.41689
2.0,30,40162.741525
1.0,50,40163.799999
0.0,50,40164.358864
2.0,20,40164.749568
3.0,23,40164.924471
2.0,4,40164.953805
3.0,20,40165.086836
3.0,13,40165.850887
2.0,5,40165.931024
3.0,29,40166.71204
2.0,7,40166.790918
1.0,1,40166.812197
3.0,3,40166.936775
1.0,50,40167.310927
1.0,50,40168.015732
0.0,50,40168.50092
2.0,3,40168.682061
1.0,50,40169.512235
0.0,50,40170.412093
3.0,7,40170.48646
2.0,12,40170.931539
2.0,28,40171.71771
3.0,8,40171.867307
0.0,50,40173.365489
2.0,50,40174.102841
3.0,45,40174.579534
4.0,29,40175.170667
1.0,1,40175.216234
2.0,50,40176.082946
4.0,20,40176.3403
3.0,42,40176.824106
2.0,16,40177.060457
0.0,50,40179.152484
4.0,34,40179.666133
0.0,50,40180.873167
0.0,50,40181.382617
4.0,28,40181.753044
5.0,38,40182.420968
4.0,29,40182.765445
2.0,17,40182.892354
0.0,50,40183.168802
0.0,50,40220.488493
0.0,50,40221.411207
1.0,50,40222.345108
2.0,50,40223.521753
1.0,50,40224.498657
0.0,50,40225.10261
0.0,50,40225.665499
3.0,33,40226.044547
2.0,2,40226.058825
4.0,32,40226.425298
0.0,50,40226.937926
3.0,10,40227.134544
2.0,6,40227.286049
0.0,50,40229.33083
2.0,12,40229.530455
2.0,50,40230.197861
4.0,9,40230.345015
4.0,38,40230.799002
4.0,46,40231.437336
3.0,16,40231.78237
3.0,21,40232.322835
2.0,5,40232.473686
2.0,2,40232.509258
2.0,2,40232.574659
2.0,18,40233.112173
2.0,3,40233.149974
0.0,50,40234.286461
1.0,50,40234.724411
1.0,50,40235.700143
1.0,50,40236.045245
2.0,13,40236.250704
1.0,50,40236.81483
0.0,50,40238.905417
1.0,50,40240.276743
2.0,3,40240.364875
4.0,22,40240.612822
1.0,50,40241.21548
4.0,50,40241.801246
2.0,2,40241.969723
1.0,1,40242.036367
3.0,5,40242.083775
2.0,50,40243.898686
2.0,21,40244.147593
3.0,16,40244.349742
1.0,7,40244.46114
0.0,50,40245.643538
2.0,21,40246.07372
2.0,2,40246.231819
0.0,50,40247.565132
4.0,4,40247.727404
5.0,50,40248.627841
2.0,35,40249.259878
0.0,50,40250.037031
2.0,50,40251.272736
2.0,50,40252.000173
1.0,1,40252.013015
5.0,14,40252.17956
2.0,4,40252.338557
1.0,50,40253.840421
2.0,50,40254.334185
2.0,6,40254.603093
1.0,50,40255.801331
4.0,11,40256.09706
1.0,2,40256.161757
2.0,25,40256.483164
1.0,50,40257.290947
2.0,5,40257.4097
0.0,50,40258.441513
2.0,16,40258.586526
0.0,50,40293.884544
3.0,7,40294.025958
0.0,50,40294.614276
2.0,6,40294.742134
0.0,50,40295.590717
4.0,23,40295.869636
3.0,50,40296.426075
3.0,50,40297.643915
0.0,50,40298.747522
3.0,38,40299.282057
1.0,1,40299.31004
0.0,50,40301.974152
1.0,50,40302.956811
2.0,2,40302.988008
5.0,23,40303.456417
3.0,32,40304.026547
3.0,18,40304.499451
2.0,19,40304.803658
0.0,50,40305.124696
0.0,50,40307.119564
1.0,50,40307.882354
0.0,50,40308.678629
2.0,13,40308.802394
3.0,17,40309.086711
1.0,22,40309.203974
2.0,43,40309.448625
1.0,13,40309.688314
0.0,50,40310.775875
2.0,19,40310.85898
2.0,8,40311.050963
4.0,7,40311.271523
1.0,1,40311.283237
5.0,32,40311.727651
1.0,13,40311.864558
0.0,50,40313.221093
3.0,4,40313.261042
2.0,50,40313.807586
2.0,16,40313.99157
2.0,12,40314.259255
3.0,7,40314.443281
4.0,35,40314.983995
3.0,10,40315.239836
5.0,35,40315.584328
1.0,1,40315.5993
1.0,3,40315.62638
0.0,50,40316.976077
1.0,50,40318.670039
1.0,3,40318.694084
4.0,21,40319.153915
2.0,9,40319.233647
2.0,7,40319.431724
3.0,18,40319.632405
2.0,7,40319.708745
3.0,6,40319.769178
4.0,6,40319.925258
3.0,50,40320.214824
1.0,50,40321.05428
4.0,13,40321.568945
1.0,1,40321.579227
4.0,18,40322.054485
1.0,50,40323.398519
3.0,11,40323.641718
0.0,50,40324.019181
2.0,8,40324.086304
1.0,20,40324.235863
2.0,5,40324.386057
2.0,50,40324.623966
1.0,50,40325.906001
2.0,5,40326.074924
0.0,50,40326.901454
3.0,10,40327.375181
0.0,50,40328.447891
4.0,22,40328.825652
2.0,3,40328.930664
2.0,13,40329.167595
3.0,33,40329.742534
0.0,50,40330.471062
3.0,23,40330.686996
4.0,50,40365.801836
2.0,20,40366.291405
3.0,10,40366.455454
3.0,3,40366.501953
0.0,50,40367.417032
3.0,11,40367.579939
2.0,2,40367.612818
3.0,3,40367.648304
2.0,7,40367.715012
0.0,50,40369.050789
2.0,7,40369.085758
3.0,29,40369.410939
4.0,18,40369.648108
2.0,7,40369.797766
0.0,50,40370.290722
0.0,50,40371.133897
1.0,50,40372.39442
0.0,50,40373.338898
3.0,17,40373.699507
0.0,50,40374.479477
0.0,50,40375.808441
1.0,1,40375.842951
1.0,50,40376.575577
3.0,4,40376.636244
0.0,50,40378.856527
1.0,50,40379.268842
0.0,50,40380.561622
2.0,15,40380.641115
2.0,4,40380.843867
0.0,50,40381.216622
1.0,20,40381.48157
2.0,8,40381.748812
3.0,7,40381.988613
3.0,14,40382.161992
2.0,15,40382.323326
2.0,39,40382.610819
3.0,13,40382.819791
3.0,34,40383.299308
3.0,3,40383.446708
1.0,9,40383.570173
3.0,12,40383.708292
6.0,37,40384.359261
2.0,50,40386.13664
1.0,50,40387.096151
3.0,10,40387.288069
1.0,50,40387.921568
4.0,42,40388.484249
3.0,33,40388.682199
3.0,5,40388.816811
2.0,45,40389.470901
1.0,50,40390.118257
1.0,1,40390.133789
2.0,50,40390.600236
3.0,9,40390.87324
2.0,5,40391.03536
1.0,50,40391.630917
3.0,18,40391.820214
4.0,42,40392.338774
2.0,21,40392.704432
2.0,14,40393.033906
2.0,5,40393.070652
3.0,6,40393.132607
4.0,9,40393.258633
4.0,32,40393.804077
2.0,5,40394.129817
2.0,50,40394.655489
3.0,14,40394.733396
3.0,11,40394.998245
2.0,6,40395.181264
0.0,50,40396.261986
2.0,10,40396.414162
1.0,50,40397.134932
2.0,4,40397.239428
1.0,50,40398.766227
1.0,15,40398.842136
2.0,8,40398.952143
4.0,22,40399.093305
2.0,50,40400.099942
2.0,4,40400.270826
3.0,13,40400.427339
1.0,50,40401.348352
2.0,5,40401.382545
3.0,50,40434.240731
3.0,13,40434.503658
2.0,50,40435.413403
3.0,33,40435.695639
1.0,50,40437.037873
0.0,50,40437.477043
0.0,50,40438.393352
2.0,2,40438.42384
1.0,38,40438.65083
3.0,11,40438.884599
2.0,50,40440.322698
3.0,50,40441.30146
3.0,37,40441.659679
4.0,23,40442.161002
0.0,50,40442.455676
3.0,20,40442.820846
4.0,11,40442.899087
4.0,50,40444.467668
2.0,2,40444.503702
0.0,50,40445.054544
3.0,36,40445.437627
1.0,50,40446.100114
3.0,6,40446.388113
2.0,12,40446.455452
0.0,50,40446.815365
1.0,15,40446.999435
2.0,8,40447.119924
1.0,1,40447.167027
1.0,50,40448.200846
0.0,50,40448.930175
1.0,50,40452.56309
1.0,2,40452.635954
2.0,50,40453.212204
1.0,50,40455.002875
0.0,50,40455.906139
3.0,3,40456.107479
1.0,1,40456.113111
1.0,1,40456.123229
1.0,50,40456.74012
0.0,50,40458.520256
2.0,3,40458.56579
0.0,50,40460.619613
0.0,50,40461.080958
1.0,12,40461.336379
3.0,50,40461.960468
0.0,50,40462.927053
3.0,20,40463.392955
1.0,1,40463.40468
1.0,50,40464.52601
1.0,50,40465.722127
2.0,10,40465.918125
3.0,19,40466.251348
2.0,42,40466.889281
1.0,50,40467.89421
3.0,50,40468.381328
0.0,50,40469.102626
2.0,50,40470.160097
5.0,10,40470.399971
3.0,18,40470.661376
1.0,1,40470.685586
0.0,50,40471.245382
1.0,2,40471.345582
2.0,15,40471.532323
1.0,50,40472.413724
1.0,50,40510.415922
3.0,7,40510.72479
1.0,50,40511.388497
3.0,12,40511.508743
0.0,50,40512.968687
2.0,12,40513.179749
3.0,21,40513.394555
4.0,5,40513.545809
2.0,7,40513.651144
1.0,2,40513.753721
2.0,2,40513.787463
3.0,50,40515.075283
2.0,50,40515.893176
0.0,50,40516.609001
1.0,50,40518.39781
1.0,13,40518.616843
1.0,50,40519.820966
2.0,26,40520.06335
0.0,50,40520.721369
1.0,1,40520.734909
2.0,50,40522.113746
1.0,1,40522.142191
3.0,4,40522.200981
4.0,28,40522.635749
2.0,7,40522.786795
1.0,50,40523.085809
2.0,2,40523.127092
1.0,50,40523.862406
2.0,12,40524.214297
2.0,50,40524.634031
2.0,50,40525.144298
3.0,15,40525.371239
3.0,14,40525.467271
1.0,50,40526.567041
1.0,5,40526.701839
2.0,2,40526.819662
3.0,38,40527.288058
3.0,23,40527.523259
0.0,50,40528.755793
0.0,50,40529.630704
2.0,50,40530.373949
1.0,50,40530.977393
3.0,9,40531.142209
2.0,18,40531.420031
3.0,6,40531.546684
1.0,4,40531.668392
2.0,3,40531.730071
2.0,3,40531.784789
3.0,4,40531.823394
0.0,50,40532.656955
3.0,22,40533.045746
2.0,50,40535.491116
1.0,50,40536.576348
3.0,8,40536.719301
1.0,9,40536.902863
1.0,50,40538.917063
2.0,50,40539.28881
2.0,7,40539.525451
2.0,9,40539.684761
0.0,50,40541.701345
0.0,50,40542.563012
3.0,17,40542.696974
3.0,28,40543.268555
1.0,3,40543.332912
2.0,50,40543.838224
0.0,50,40544.419028
3.0,8,40544.617512
4.0,30,40544.991767
4.0,50,40545.580267
2.0,13,40545.702631
0.0,50,40546.382024
2.0,50,40547.688796
2.0,9,40547.851509
2.0,19,40548.065815
2.0,5,40548.104459
2.0,8,40548.219009
6.0,25,40582.368666
0.0,50,40582.97137
3.0,3,40583.132596
2.0,50,40584.227011
1.0,3,40584.251454
2.0,50,40585.432836
1.0,4,40585.492955
2.0,20,40586.187135
0.0,50,40587.818229
0.0,50,40589.10784
0.0,50,40589.742721
2.0,7,40589.802052
1.0,50,40590.750821
3.0,8,40590.835049
2.0,50,40591.77464
1.0,8,40592.495083
0.0,50,40593.296078
1.0,50,40593.846063
2.0,40,40594.694783
1.0,50,40595.61106
4.0,25,40596.112556
1.0,50,40596.489914
2.0,2,40596.518069
0.0,50,40597.698898
4.0,36,40598.321561
2.0,21,40598.470979
0.0,50,40599.648295
0.0,50,40600.725814
3.0,18,40601.187575
3.0,22,40601.553517
2.0,12,40601.855295
3.0,5,40601.95036
1.0,1,40601.964961
3.0,18,40602.148067
2.0,22,40602.566881
2.0,6,40602.617951
2.0,50,40603.178735
3.0,50,40604.248088
5.0,50,40605.154956
2.0,50,40610.252636
1.0,1,40610.278838
5.0,10,40610.495149
0.0,50,40611.324854
0.0,50,40611.810475
3.0,35,40612.255113
3.0,10,40612.529458
2.0,4,40612.653456
4.0,12,40612.844942
2.0,18,40613.467782
2.0,7,40613.567923
0.0,50,40613.908619
4.0,46,40614.952416
1.0,50,40615.581722
2.0,6,40616.284491
1.0,3,40616.413387
3.0,22,40616.910914
1.0,2,40616.919965
4.0,25,40617.306618
0.0,50,40617.791588
3.0,15,40618.221092
1.0,50,40619.155229
5.0,44,40619.837502
2.0,11,40619.945771
3.0,6,40620.074305
2.0,2,40620.226203
1.0,7,40620.308493
3.0,28,40621.107299
4.0,18,40621.289694
1.0,50,40622.127645
2.0,3,40622.153757
1.0,50,40623.03523
2.0,35,40623.697446
5.0,16,40624.13916
2.0,33,40660.777676
2.0,50,40661.257343
2.0,12,40661.509634
4.0,26,40661.946669
0.0,50,40662.603394
1.0,7,40662.664089
2.0,18,40662.991748
4.0,19,40663.122865
4.0,28,40663.351144
2.0,50,40663.904612
2.0,24,40664.158773
1.0,50,40664.972946
2.0,12,40665.112238
3.0,5,40665.275723
3.0,5,40665.352784
4.0,20,40665.86818
