#{"t_start": 1706187320.441495, "env_id": null}
r,l,t
2.0,50,23727.562243
1.0,50,23728.234207
0.0,50,23729.46771
2.0,50,23731.328589
2.0,50,23732.488533
1.0,16,23732.663831
0.0,50,23733.815555
4.0,14,23733.94884
2.0,9,23734.01811
1.0,50,23734.416891
0.0,50,23734.809278
1.0,50,23736.259459
3.0,4,23736.275317
0.0,50,23736.675225
1.0,50,23738.999373
3.0,21,23739.321085
1.0,50,23740.353834
1.0,50,23741.727155
0.0,50,23743.03271
4.0,25,23743.300279
0.0,50,23744.614289
1.0,1,23744.630007
1.0,1,23744.69638
0.0,50,23745.72297
1.0,3,23745.748917
2.0,12,23745.904257
2.0,50,23746.5556
3.0,21,23746.935906
0.0,50,23747.831993
0.0,50,23784.020995
0.0,50,23785.640887
1.0,50,23786.794653
0.0,50,23788.247305
4.0,22,23788.861046
1.0,16,23789.426731
0.0,50,23790.606372
1.0,50,23791.065445
1.0,50,23791.84433
1.0,19,23792.12677
1.0,24,23792.258234
4.0,46,23792.761912
1.0,50,23793.193392
1.0,50,23793.880567
1.0,50,23794.462909
2.0,19,23794.918792
1.0,50,23795.825612
1.0,1,23795.831511
0.0,50,23796.753433
0.0,50,23798.144602
0.0,50,23798.920989
2.0,23,23799.127771
2.0,50,23799.544616
0.0,50,23800.188645
2.0,36,23800.467334
2.0,50,23801.489671
2.0,5,23801.556733
1.0,9,23801.781735
2.0,25,23801.978655
1.0,50,23802.349793
5.0,36,23802.715399
2.0,23,23803.030497
2.0,4,23803.170893
1.0,6,23803.28899
1.0,50,23806.744035
4.0,11,23807.126111
2.0,28,23807.479021
0.0,50,23808.506579
1.0,50,23809.483352
0.0,50,23809.850742
0.0,50,23810.090745
2.0,8,23810.140908
0.0,50,23810.786416
1.0,11,23811.100325
1.0,50,23812.405796
1.0,1,23812.444217
3.0,7,23812.488895
1.0,50,23813.342673
2.0,27,23813.663295
4.0,10,23813.787136
0.0,50,23815.204221
0.0,50,23816.300569
0.0,50,23817.141359
3.0,14,23817.329988
0.0,50,23818.449655
0.0,50,23818.989758
0.0,50,23820.100814
3.0,38,23853.397995
0.0,50,23854.287942
0.0,50,23854.971786
2.0,3,23854.998197
0.0,50,23856.008673
1.0,50,23857.548763
0.0,50,23858.221857
0.0,50,23859.353756
1.0,50,23860.361157
1.0,50,23861.027885
1.0,9,23861.148943
1.0,50,23862.357979
0.0,50,23863.307146
1.0,50,23864.28537
2.0,4,23864.335974
4.0,27,23864.803786
2.0,3,23864.835942
2.0,50,23865.506257
0.0,50,23866.629681
1.0,50,23868.745821
1.0,50,23869.514021
3.0,11,23869.820539
1.0,1,23869.861979
2.0,10,23870.034947
2.0,9,23870.184636
2.0,11,23870.40212
3.0,3,23870.499061
2.0,5,23870.593452
2.0,50,23871.199892
5.0,15,23871.432781
0.0,50,23872.143405
2.0,9,23872.41953
3.0,50,23872.944537
2.0,10,23873.155031
3.0,25,23873.691887
2.0,50,23874.216981
1.0,50,23875.061805
3.0,12,23875.332505
4.0,40,23876.36608
0.0,50,23877.323299
1.0,21,23877.433261
2.0,50,23878.479219
3.0,50,23878.88724
1.0,4,23878.987783
2.0,18,23879.902312
2.0,5,23879.937665
1.0,50,23881.082192
0.0,50,23883.116378
3.0,12,23883.294721
1.0,50,23884.116108
0.0,50,23885.852747
4.0,21,23886.288174
1.0,3,23886.364259
1.0,1,23886.420182
2.0,50,23886.972826
1.0,50,23890.837637
4.0,9,23891.155338
1.0,3,23891.349254
2.0,2,23891.367646
3.0,17,23891.522238
3.0,6,23891.773075
0.0,50,23893.139867
1.0,1,23893.146599
1.0,1,23893.176991
3.0,50,23893.732569
0.0,50,23895.239341
1.0,50,23895.935515
2.0,50,23897.029308
1.0,1,23897.0347
1.0,1,23897.114465
3.0,3,23897.190363
3.0,11,23931.702613
0.0,50,23932.095391
1.0,50,23933.359063
0.0,50,23934.359944
2.0,50,23935.349613
1.0,50,23936.852638
2.0,18,23937.081079
3.0,25,23937.444233
0.0,50,23938.081414
0.0,50,23938.592079
1.0,8,23938.775702
1.0,1,23938.823127
2.0,7,23938.975682
0.0,50,23940.106119
3.0,27,23940.404108
2.0,2,23940.421464
2.0,12,23940.513265
1.0,1,23940.530257
2.0,50,23943.19398
2.0,50,23944.29577
1.0,50,23946.597394
1.0,1,23946.664676
2.0,44,23947.615045
3.0,7,23947.68236
0.0,50,23948.170721
3.0,9,23948.377004
2.0,50,23949.73038
5.0,27,23950.046528
3.0,8,23950.093671
0.0,50,23950.391425
0.0,50,23951.216758
2.0,50,23952.029594
2.0,50,23952.936473
1.0,50,23953.585342
1.0,2,23953.616307
2.0,2,23953.650313
1.0,12,23953.72902
0.0,50,23954.708112
2.0,2,23954.742897
1.0,1,23954.813804
0.0,50,23955.376531
2.0,50,23956.086076
3.0,12,23956.317423
0.0,50,23957.327695
1.0,50,23958.18707
1.0,50,23959.196768
2.0,50,23960.2876
0.0,50,23960.988302
1.0,3,23961.023396
2.0,12,23961.204726
4.0,27,23961.93027
2.0,38,23962.497896
2.0,13,23962.699149
1.0,6,23962.836677
1.0,50,23964.011262
0.0,50,23965.39342
3.0,33,23965.869908
1.0,1,23965.884738
0.0,50,23966.467465
0.0,50,23967.82577
2.0,50,23968.998165
1.0,50,23969.967407
0.0,50,23970.527448
3.0,50,24003.400604
0.0,50,24004.387124
3.0,6,24004.410097
0.0,50,24004.769517
2.0,19,24004.930881
2.0,50,24005.376458
0.0,50,24006.329548
0.0,50,24007.422131
1.0,50,24008.219173
0.0,50,24009.292846
1.0,17,24009.49442
1.0,50,24010.747541
2.0,44,24011.06699
2.0,50,24011.964677
1.0,50,24012.469015
2.0,11,24012.517427
0.0,50,24013.36015
1.0,2,24013.393931
0.0,50,24013.778329
1.0,50,24014.707041
1.0,1,24014.791964
3.0,7,24015.002956
4.0,41,24016.00423
2.0,9,24016.323586
1.0,50,24018.091982
1.0,50,24018.897751
0.0,50,24019.424871
1.0,50,24020.133189
2.0,50,24020.60112
2.0,9,24020.884539
2.0,6,24021.059773
0.0,50,24021.809314
0.0,50,24022.91144
2.0,14,24023.424602
3.0,4,24023.490649
1.0,1,24023.536219
4.0,21,24023.787098
0.0,50,24026.919108
0.0,50,24027.484545
4.0,21,24027.718873
1.0,10,24027.921226
0.0,50,24028.482122
2.0,3,24028.630934
1.0,50,24029.349475
0.0,50,24030.227869
1.0,50,24031.447547
0.0,50,24031.82837
2.0,8,24031.943225
2.0,13,24032.048521
4.0,6,24032.17091
1.0,8,24032.236789
0.0,50,24033.040352
1.0,4,24033.121843
3.0,31,24033.480755
0.0,50,24035.128162
2.0,50,24037.457065
1.0,50,24039.105836
1.0,5,24039.178705
1.0,50,24041.02895
3.0,9,24041.273582
1.0,8,24041.346355
3.0,4,24041.489387
4.0,36,24042.35515
1.0,6,24042.387086
0.0,50,24078.253522
2.0,45,24079.636009
1.0,13,24079.724924
2.0,9,24079.798173
2.0,7,24079.85028
0.0,50,24080.854753
0.0,50,24081.575625
1.0,1,24081.603693
1.0,50,24083.492968
2.0,17,24083.844041
2.0,17,24084.225248
0.0,50,24084.837745
3.0,5,24084.888457
1.0,50,24085.779097
0.0,50,24086.339135
0.0,50,24087.595731
0.0,50,24087.907096
2.0,50,24088.575393
1.0,1,24088.635056
0.0,50,24089.571095
3.0,50,24090.652841
1.0,7,24090.771126
3.0,50,24091.822515
0.0,50,24092.218872
3.0,7,24092.384776
0.0,50,24093.191097
1.0,50,24093.546822
1.0,50,24094.082646
4.0,41,24095.5486
1.0,50,24096.275956
4.0,27,24096.937497
2.0,7,24097.02099
1.0,50,24097.546457
1.0,1,24097.576657
0.0,50,24098.362864
2.0,7,24098.475533
0.0,50,24099.331722
2.0,4,24099.449567
0.0,50,24099.978912
2.0,12,24100.154836
4.0,32,24100.405979
0.0,50,24101.507659
5.0,46,24102.351411
1.0,3,24102.3928
4.0,21,24102.670671
0.0,50,24103.346575
2.0,19,24103.492005
1.0,11,24103.564118
4.0,43,24104.255513
2.0,50,24105.061685
3.0,47,24106.104956
1.0,50,24106.639846
3.0,28,24107.086525
1.0,5,24107.232552
0.0,50,24107.642322
4.0,35,24108.23971
0.0,50,24109.167963
3.0,8,24109.357033
0.0,50,24110.039066
1.0,50,24110.520684
2.0,28,24111.102323
2.0,2,24111.148716
0.0,50,24142.339406
2.0,50,24143.137575
0.0,50,24144.197387
1.0,50,24144.742548
1.0,50,24145.227142
1.0,50,24145.761708
3.0,31,24146.274853
3.0,35,24147.183913
3.0,8,24147.364689
2.0,50,24147.81514
2.0,13,24148.109809
3.0,7,24148.149011
1.0,50,24148.668207
0.0,50,24149.621943
0.0,50,24150.388068
1.0,11,24150.432788
1.0,50,24151.64424
2.0,10,24151.752251
2.0,50,24152.483685
0.0,50,24153.017687
0.0,50,24153.509303
4.0,50,24153.922734
0.0,50,24155.110518
0.0,50,24155.897515
0.0,50,24156.776414
1.0,7,24156.922889
2.0,50,24157.66887
1.0,5,24157.76609
2.0,22,24158.17961
0.0,50,24158.619457
1.0,50,24159.416736
1.0,50,24159.95799
0.0,50,24160.749988
3.0,50,24162.511843
1.0,1,24162.533078
0.0,50,24162.922565
2.0,2,24162.966262
0.0,50,24163.153312
0.0,50,24163.625973
1.0,16,24163.877323
0.0,50,24164.163252
2.0,8,24164.225473
4.0,50,24164.93791
1.0,50,24165.681287
2.0,23,24166.015888
0.0,50,24166.436815
2.0,24,24167.052989
0.0,50,24168.082911
3.0,21,24168.596904
0.0,50,24169.364648
3.0,33,24169.854915
0.0,50,24171.665518
4.0,12,24171.840379
2.0,50,24172.837956
2.0,20,24173.427464
2.0,35,24206.72985
0.0,50,24213.250455
2.0,50,24213.844478
3.0,3,24213.899667
1.0,50,24214.925899
5.0,32,24215.651423
3.0,11,24215.827372
1.0,7,24215.876805
0.0,50,24216.82367
2.0,2,24216.89833
2.0,48,24218.342411
0.0,50,24219.571469
0.0,50,24220.823478
0.0,50,24221.395132
0.0,50,24222.125472
2.0,15,24222.376208
3.0,8,24222.611513
0.0,50,24223.367028
1.0,50,24224.181729
0.0,50,24224.777501
0.0,50,24225.616459
5.0,43,24226.264601
1.0,50,24226.948453
2.0,23,24227.524974
0.0,50,24227.863132
0.0,50,24228.933175
3.0,35,24229.818217
1.0,50,24230.373794
3.0,50,24230.91423
2.0,18,24231.081932
1.0,50,24232.15556
1.0,50,24232.52752
4.0,45,24233.762235
0.0,50,24234.764293
2.0,3,24234.815439
1.0,50,24235.544924
2.0,30,24235.900152
1.0,50,24237.983227
1.0,50,24238.354883
1.0,3,24238.586064
1.0,4,24238.680844
2.0,50,24240.184117
3.0,25,24240.441876
2.0,50,24240.80504
0.0,50,24241.6425
2.0,11,24241.882382
1.0,50,24242.625597
1.0,7,24242.692593
1.0,50,24243.256135
1.0,50,24244.473468
5.0,13,24244.678962
0.0,50,24245.307201
2.0,19,24245.605956
0.0,50,24250.567272
2.0,4,24250.636323
1.0,50,24252.117863
5.0,42,24285.434402
1.0,18,24285.605808
2.0,50,24286.158981
0.0,50,24286.782216
0.0,50,24288.253197
1.0,50,24288.864945
2.0,50,24289.536505
3.0,10,24289.807464
3.0,30,24290.154241
1.0,3,24290.206172
0.0,50,24291.084548
0.0,50,24291.877306
1.0,50,24293.185501
2.0,50,24293.654652
0.0,50,24295.381284
2.0,50,24296.721412
2.0,50,24297.232285
0.0,50,24297.967192
3.0,21,24298.242442
0.0,50,24298.997052
3.0,50,24300.032662
2.0,50,24301.054801
3.0,50,24301.99008
2.0,6,24302.158153
1.0,50,24302.782286
1.0,50,24303.288935
0.0,50,24304.112532
1.0,14,24304.399611
1.0,1,24304.426429
3.0,22,24304.689815
2.0,50,24305.169476
0.0,50,24306.627438
2.0,13,24306.898813
3.0,12,24307.139685
0.0,50,24308.375268
0.0,50,24308.782819
0.0,50,24309.969024
1.0,1,24309.974668
5.0,11,24310.212893
0.0,50,24315.333536
1.0,3,24315.362239
0.0,50,24315.892207
1.0,50,24316.646951
0.0,50,24317.238302
2.0,50,24317.771539
1.0,50,24318.04396
0.0,50,24319.198439
1.0,1,24319.216919
1.0,50,24319.891237
1.0,50,24320.93497
5.0,45,24321.92011
1.0,50,24322.548935
1.0,50,24323.243967
0.0,50,24363.899714
4.0,18,24364.228343
1.0,50,24365.066789
1.0,50,24365.847498
0.0,50,24366.79662
3.0,8,24366.908654
1.0,1,24366.941811
0.0,50,24367.5616
2.0,18,24367.819762
0.0,50,24370.137488
1.0,9,24370.241705
1.0,9,24370.38348
2.0,2,24370.412702
1.0,50,24371.609878
0.0,50,24372.205172
4.0,11,24372.401389
1.0,13,24372.476251
0.0,50,24373.743199
0.0,50,24374.834858
2.0,50,24375.419818
0.0,50,24376.571541
2.0,3,24376.607321
2.0,50,24377.589395
0.0,50,24378.159695
1.0,1,24378.201236
1.0,14,24378.286032
0.0,50,24379.519491
1.0,50,24380.440437
3.0,22,24381.077195
2.0,50,24381.747727
0.0,50,24382.521236
0.0,50,24383.131196
2.0,45,24383.724424
2.0,2,24383.80452
0.0,50,24384.383833
0.0,50,24385.653312
0.0,50,24386.115627
4.0,35,24386.499626
0.0,50,24387.118516
4.0,14,24387.281404
2.0,50,24388.293453
1.0,5,24388.317405
3.0,4,24388.38085
0.0,50,24388.993764
2.0,42,24389.695424
0.0,50,24391.197059
3.0,50,24391.83325
3.0,12,24392.063933
0.0,50,24393.527406
0.0,50,24395.539997
1.0,50,24396.029694
3.0,28,24396.55344
3.0,26,24396.900853
0.0,50,24397.381234
2.0,29,24397.799672
0.0,50,24398.693868
3.0,4,24398.891206
1.0,50,24399.998715
3.0,50,24400.362369
0.0,50,24433.835729
0.0,50,24434.834746
2.0,50,24435.531348
1.0,7,24435.572894
1.0,50,24436.824732
0.0,50,24437.796299
0.0,50,24438.0807
3.0,14,24438.289117
1.0,1,24438.318882
1.0,8,24438.44219
2.0,11,24438.596527
2.0,8,24438.669332
1.0,50,24440.017404
0.0,50,24441.598268
2.0,2,24441.658173
3.0,4,24441.884521
0.0,50,24442.805237
3.0,31,24443.055776
0.0,50,24443.485404
3.0,41,24444.72145
1.0,50,24446.130687
1.0,50,24447.239393
1.0,1,24447.316467
0.0,50,24447.894746
3.0,7,24448.069377
2.0,50,24448.817052
3.0,43,24449.366891
0.0,50,24450.69656
1.0,50,24452.085006
2.0,10,24452.34401
3.0,5,24452.428092
1.0,1,24452.480316
1.0,1,24452.487135
2.0,11,24452.621327
0.0,50,24454.527848
3.0,6,24454.624819
3.0,50,24455.492646
1.0,1,24455.507709
1.0,50,24456.09562
1.0,50,24457.016777
2.0,50,24457.56631
0.0,50,24458.523522
3.0,24,24458.961884
0.0,50,24460.43644
1.0,1,24460.447341
3.0,23,24460.700763
0.0,50,24461.685081
1.0,1,24461.70093
3.0,33,24462.149533
1.0,1,24462.163978
0.0,50,24463.155292
2.0,50,24463.919873
1.0,50,24465.816239
4.0,50,24466.655885
1.0,4,24466.707733
1.0,1,24466.717366
0.0,50,24468.352076
0.0,50,24468.734957
1.0,1,24468.760516
4.0,18,24469.018864
2.0,50,24469.481265
3.0,30,24469.832167
1.0,50,24470.291425
3.0,33,24470.714068
0.0,50,24471.457387
2.0,5,24471.521868
0.0,50,24506.365166
2.0,4,24506.563561
2.0,17,24506.962929
1.0,3,24506.999641
3.0,10,24507.221596
1.0,50,24507.843538
0.0,50,24509.417735
2.0,2,24509.533102
0.0,50,24510.426023
3.0,14,24510.784837
1.0,21,24510.913099
1.0,5,24511.030962
0.0,50,24511.424787
2.0,50,24512.004355
1.0,1,24512.044354
0.0,50,24513.275249
2.0,47,24513.60028
2.0,2,24513.656692
2.0,50,24514.706765
1.0,50,24515.819255
4.0,29,24516.288859
0.0,50,24518.006087
2.0,50,24518.926305
1.0,1,24518.942765
0.0,50,24520.055513
1.0,50,24520.434008
0.0,50,24520.819557
2.0,50,24521.713327
2.0,50,24523.312
2.0,16,24523.489745
3.0,9,24523.767216
1.0,50,24524.029908
3.0,38,24525.304908
2.0,50,24526.827298
2.0,8,24527.121351
1.0,50,24527.569488
6.0,46,24528.521336
1.0,50,24529.598832
0.0,50,24530.533058
5.0,39,24530.838897
0.0,50,24531.771449
1.0,5,24531.856003
3.0,6,24531.969476
1.0,1,24531.982128
0.0,50,24533.299452
1.0,1,24533.368849
3.0,44,24534.749097
1.0,50,24535.540761
0.0,50,24536.026988
1.0,2,24536.082346
2.0,4,24536.18061
1.0,50,24537.343121
0.0,50,24538.056961
1.0,2,24538.166921
0.0,50,24538.742179
0.0,50,24539.881704
2.0,14,24540.206732
5.0,49,24540.928046
2.0,50,24541.403998
2.0,19,24541.877748
2.0,9,24542.09614
3.0,3,24542.122458
2.0,21,24542.692538
4.0,19,24543.041643
0.0,50,24579.629929
0.0,50,24580.681178
3.0,15,24580.944612
1.0,3,24580.979766
2.0,6,24581.092427
2.0,50,24582.258222
3.0,29,24583.244653
3.0,50,24584.460909
0.0,50,24585.549718
0.0,50,24586.736848
3.0,28,24587.206102
2.0,17,24587.414004
0.0,50,24587.933239
3.0,14,24588.107738
0.0,50,24588.647398
1.0,50,24589.561233
1.0,4,24589.577124
0.0,50,24590.428185
0.0,50,24591.087937
2.0,9,24591.305681
2.0,50,24591.887593
3.0,41,24592.141905
2.0,50,24592.710578
2.0,2,24592.738347
0.0,50,24593.625597
0.0,50,24595.370845
2.0,50,24596.030858
2.0,50,24596.642319
3.0,27,24596.954266
1.0,5,24596.984201
5.0,23,24597.374072
0.0,50,24599.589205
1.0,50,24600.766676
1.0,3,24600.785539
1.0,50,24601.765774
1.0,9,24602.012929
4.0,44,24603.17196
1.0,50,24604.157834
1.0,50,24605.006075
2.0,10,24605.179422
0.0,50,24606.438522
4.0,20,24607.033086
0.0,50,24607.717358
2.0,4,24607.790989
1.0,1,24607.853411
0.0,50,24608.413728
2.0,4,24608.482082
2.0,12,24608.684388
0.0,50,24610.575376
1.0,50,24611.697135
0.0,50,24612.267002
3.0,10,24612.496328
2.0,9,24612.635427
1.0,50,24613.68336
1.0,3,24613.770702
3.0,13,24613.982928
0.0,50,24615.050878
5.0,13,24615.299862
2.0,16,24615.546965
1.0,50,24617.5911
2.0,50,24618.320327
0.0,50,24620.020289
0.0,50,24621.866701
2.0,11,24658.379106
0.0,50,24660.439181
0.0,50,24661.733079
0.0,50,24662.776868
4.0,49,24663.633211
2.0,17,24663.867937
3.0,10,24664.18049
2.0,6,24664.242076
1.0,50,24665.120959
2.0,50,24665.991477
2.0,5,24666.133828
2.0,50,24666.850506
1.0,1,24666.867654
0.0,50,24667.955738
2.0,14,24668.481005
3.0,26,24668.935055
0.0,50,24669.757127
1.0,14,24671.365856
1.0,26,24671.484087
1.0,11,24671.694896
1.0,50,24673.176542
1.0,50,24673.698103
2.0,39,24674.940485
1.0,50,24676.077806
0.0,50,24676.51657
0.0,50,24677.000048
2.0,3,24677.159223
0.0,50,24678.149352
1.0,50,24678.826894
1.0,3,24678.882513
1.0,50,24679.786052
5.0,22,24680.202808
4.0,6,24680.310261
0.0,50,24681.338024
1.0,50,24682.614251
1.0,1,24682.626166
4.0,15,24682.907826
4.0,38,24683.910424
3.0,23,24684.582529
0.0,50,24685.581802
2.0,50,24686.361188
3.0,20,24686.583144
0.0,50,24688.043358
0.0,50,24689.944495
2.0,13,24690.083449
0.0,50,24691.324559
0.0,50,24692.501588
1.0,50,24693.453132
3.0,50,24694.378352
0.0,50,24695.039136
2.0,50,24695.384558
1.0,50,24696.678403
1.0,3,24696.740598
3.0,50,24697.936178
3.0,7,24698.105025
2.0,12,24698.19931
1.0,50,24698.724985
2.0,50,24699.068413
2.0,50,24700.485944
2.0,50,24734.438186
4.0,23,24734.652983
1.0,50,24735.399087
4.0,21,24735.840108
5.0,42,24736.651087
0.0,50,24737.544413
3.0,50,24737.991664
2.0,50,24738.511902
5.0,26,24738.824827
2.0,50,24739.437703
2.0,50,24740.691032
3.0,32,24740.931237
3.0,25,24741.200626
2.0,5,24741.374868
0.0,50,24742.410199
0.0,50,24743.300546
0.0,50,24743.776222
2.0,4,24743.829155
1.0,1,24743.838602
3.0,45,24744.772353
0.0,50,24745.282917
1.0,50,24746.892285
2.0,2,24746.990005
0.0,50,24748.509953
1.0,1,24748.523743
1.0,1,24748.59778
5.0,15,24748.75427
1.0,50,24749.906846
2.0,50,24751.821528
3.0,13,24751.988466
1.0,20,24752.282944
0.0,50,24752.696892
2.0,4,24752.811438
0.0,50,24753.340143
3.0,50,24753.8919
2.0,15,24754.297876
1.0,50,24755.119738
0.0,50,24755.580339
0.0,50,24756.116332
2.0,9,24756.312521
1.0,50,24757.0133
2.0,6,24757.078008
3.0,5,24757.40682
1.0,4,24757.460556
4.0,50,24757.755009
0.0,50,24758.994811
4.0,18,24759.365346
5.0,27,24759.700891
2.0,50,24760.361948
5.0,21,24760.557638
1.0,1,24760.626277
3.0,39,24760.995293
1.0,1,24761.072111
2.0,50,24762.08004
1.0,1,24762.100447
4.0,45,24762.543959
3.0,50,24762.969757
2.0,6,24763.16069
0.0,50,24763.79216
2.0,50,24764.815755
3.0,50,24765.336833
2.0,28,24765.581811
1.0,50,24798.594919
1.0,50,24798.957098
2.0,31,24799.151905
1.0,50,24800.347704
5.0,36,24800.964412
2.0,7,24801.146103
2.0,12,24801.409631
0.0,50,24802.520146
0.0,50,24803.342011
1.0,50,24804.219775
2.0,50,24805.097917
2.0,50,24805.958418
0.0,50,24807.253801
1.0,5,24807.36621
3.0,16,24807.73737
1.0,5,24807.929489
2.0,16,24808.03291
1.0,5,24808.18055
0.0,50,24808.803236
0.0,50,24812.770538
0.0,50,24813.625658
2.0,50,24814.625617
2.0,5,24814.74052
1.0,2,24814.78325
1.0,50,24815.631851
1.0,50,24816.162396
3.0,9,24816.387541
1.0,50,24817.083503
1.0,2,24817.124657
1.0,10,24817.354665
1.0,7,24817.491983
1.0,5,24817.51269
3.0,27,24817.941058
1.0,50,24818.59171
0.0,50,24820.316702
1.0,50,24821.650295
1.0,1,24821.678839
1.0,50,24822.567718
3.0,13,24822.947553
2.0,4,24823.045944
2.0,20,24823.284122
2.0,50,24824.135109
0.0,50,24824.986164
0.0,50,24826.622529
2.0,8,24826.727182
3.0,34,24827.167037
1.0,1,24827.17919
3.0,10,24827.37103
2.0,3,24827.433997
0.0,50,24828.750252
1.0,50,24829.312387
1.0,50,24830.262354
0.0,50,24831.649365
0.0,50,24832.233267
1.0,50,24832.549557
0.0,50,24833.558033
0.0,50,24834.70852
2.0,11,24835.319907
2.0,50,24836.241154
0.0,50,24836.80009
0.0,50,24837.989231
1.0,6,24838.17385
1.0,50,24838.610111
3.0,24,24838.982985
3.0,3,24839.014212
3.0,12,24871.817571
1.0,50,24872.534157
0.0,50,24872.984055
4.0,31,24873.449036
1.0,6,24873.515306
1.0,3,24873.557898
0.0,50,24874.658543
3.0,31,24874.937836
1.0,50,24875.771795
1.0,50,24876.429756
1.0,1,24876.456244
1.0,50,24877.086825
0.0,50,24878.354588
1.0,3,24878.432567
1.0,50,24879.257011
0.0,50,24880.151704
1.0,15,24880.337918
0.0,50,24882.680229
2.0,6,24882.791514
2.0,50,24883.651982
3.0,50,24884.456275
0.0,50,24885.138258
0.0,50,24886.538628
0.0,50,24887.016403
3.0,10,24887.168846
1.0,38,24887.968262
4.0,6,24888.190882
0.0,50,24889.353845
2.0,3,24889.386438
4.0,14,24889.692101
0.0,50,24891.008116
1.0,50,24891.707621
1.0,2,24891.811584
0.0,50,24893.326772
0.0,50,24893.992243
2.0,50,24894.710299
0.0,50,24895.719298
3.0,15,24895.913508
1.0,6,24896.066467
1.0,7,24896.186922
3.0,8,24896.261427
0.0,50,24898.083455
0.0,50,24898.950591
1.0,3,24898.994807
1.0,50,24900.242393
2.0,6,24900.431752
3.0,5,24900.47981
4.0,17,24900.752427
0.0,50,24902.097624
3.0,23,24902.481058
2.0,50,24903.461763
2.0,7,24903.545772
1.0,50,24904.909201
2.0,15,24905.012936
0.0,50,24905.427332
2.0,32,24906.594245
2.0,11,24906.739627
0.0,50,24907.241916
1.0,50,24908.236596
1.0,2,24908.273566
0.0,50,24908.961748
1.0,50,24909.54484
3.0,39,24910.682683
2.0,50,24949.450077
2.0,10,24949.659344
2.0,4,24949.835704
