rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/learning_rate,train/value_loss,train/is_line_search_success,train/n_updates,train/kl_divergence_loss,train/policy_objective,train/explained_variance
28.85,25,46428,1187840,1.63,580,0.001,0.16223936364986002,1.0,579,0.009839499369263649,0.019285941496491432,0.32520198822021484
29.29,25,46513,1189888,1.65,581,0.001,0.12157662138342858,1.0,580,0.0077403029426932335,0.01178386528044939,0.3539445400238037
25.4,25,46588,1191936,2.06,582,0.001,0.18502962216734886,1.0,581,0.009790720418095589,0.02048451453447342,0.2594059705734253
30.41,25,46662,1193984,1.9,583,0.001,0.20248248730786145,1.0,582,0.00908847525715828,0.015312965027987957,0.3336567282676697
26.75,25,46741,1196032,1.8,584,0.001,0.18098860844038428,1.0,583,0.009689437225461006,0.010822910815477371,0.1928178071975708
28.2,25,46810,1198080,1.74,585,0.001,0.1656644634436816,1.0,584,0.009877081960439682,0.024054676294326782,0.272244930267334
29.17,25,46876,1200128,1.68,586,0.001,0.14511539000086487,1.0,585,0.009893124923110008,0.014963426627218723,0.3729838728904724
28.2,25,46947,1202176,1.86,587,0.001,0.15046260901726782,1.0,586,0.006677067838609219,0.017587311565876007,0.20368337631225586
29.53,25,47025,1204224,1.76,588,0.001,0.166769616631791,1.0,587,0.008972286246716976,0.013953802175819874,0.22238534688949585
28.64,25,47098,1206272,1.86,589,0.001,0.12805787804536523,1.0,588,0.0089278444647789,0.017139200121164322,0.3207702040672302
29.3,25,47170,1208320,2.06,590,0.001,0.1669193970505148,1.0,589,0.009507769718766212,0.01771605759859085,0.2738456130027771
27.83,25,47242,1210368,1.69,591,0.001,0.19850246366113425,1.0,590,0.009416094049811363,0.021137341856956482,0.1570412516593933
28.6,25,47327,1212416,1.82,592,0.001,0.13856325480155646,1.0,591,0.007082588970661163,0.014299631118774414,0.16628223657608032
29.7,25,47408,1214464,1.79,593,0.001,0.14736773991025984,1.0,592,0.00954357534646988,0.020365169271826744,0.3210752010345459
30.36,25,47486,1216512,1.68,594,0.001,0.14557812474668025,1.0,593,0.007084705866873264,0.014119978994131088,0.36188679933547974
27.15,25,47564,1218560,1.75,595,0.001,0.1318660568445921,1.0,594,0.006945207715034485,0.011159650981426239,0.40144962072372437
22.97,25,47646,1220608,2.12,596,0.001,0.17108545401133596,1.0,595,0.008793391287326813,0.018905065953731537,0.28141701221466064
27.92,25,47731,1222656,1.79,597,0.001,0.19756992496550083,1.0,596,0.006262695416808128,0.014746658504009247,0.365136981010437
29.82,25,47818,1224704,1.72,598,0.001,0.1148558295564726,1.0,597,0.008555056527256966,0.01060432568192482,0.3733838200569153
25.49,25,47896,1226752,2.03,599,0.001,0.13741072975099086,1.0,598,0.0069849686697125435,0.013759239576756954,0.267478346824646
26.26,25,47970,1228800,1.65,600,0.001,0.21261382792145014,1.0,599,0.008417305536568165,0.019450170919299126,0.2742975950241089
31.87,25,48051,1230848,1.53,601,0.001,0.11461717281490565,1.0,600,0.006656537763774395,0.015051890164613724,0.36871111392974854
28.61,25,48129,1232896,1.77,602,0.001,0.1013365678023547,1.0,601,0.005929216742515564,0.01699090376496315,0.2989218235015869
28.06,25,48209,1234944,1.72,603,0.001,0.17930452297441662,1.0,602,0.008989696390926838,0.017421051859855652,0.28416991233825684
27.68,25,48285,1236992,1.89,604,0.001,0.15037456075660885,1.0,603,0.007115535903722048,0.01618468016386032,0.29764676094055176
31.25,25,48359,1239040,1.66,605,0.001,0.1600621141027659,1.0,604,0.006499159149825573,0.02105913683772087,0.3622034192085266
26.52,25,48437,1241088,2.0,606,0.001,0.1186749454587698,1.0,605,0.006623551249504089,0.018617728725075722,0.1743314266204834
26.09,25,48515,1243136,2.06,607,0.001,0.2056212792173028,1.0,606,0.008322106674313545,0.017023228108882904,0.18311887979507446
28.02,25,48590,1245184,1.87,608,0.001,0.20811260621994734,1.0,607,0.009254999458789825,0.019972221925854683,0.20560801029205322
27.11,25,48669,1247232,1.7,609,0.001,0.14919182779267431,1.0,608,0.007181986700743437,0.013764259405434132,0.30123841762542725
24.03,25,48750,1249280,1.7,610,0.001,0.14535069165285677,1.0,609,0.00692643690854311,0.01963469572365284,0.37983524799346924
24.81,25,48831,1251328,1.94,611,0.001,0.15630770223215223,1.0,610,0.00936354510486126,0.018207212910056114,0.36771345138549805
26.24,25,48913,1253376,1.97,612,0.001,0.16504023387096822,1.0,611,0.006392266601324081,0.013674967922270298,0.34582453966140747
29.09,25,48996,1255424,1.85,613,0.001,0.16528731817379594,1.0,612,0.009673787280917168,0.01724611409008503,0.31680208444595337
25.84,25,49075,1257472,1.89,614,0.001,0.149811091972515,1.0,613,0.009881924837827682,0.01795894466340542,0.34822583198547363
28.2,25,49153,1259520,1.74,615,0.001,0.18090574545785784,1.0,614,0.006461767479777336,0.013081658631563187,0.325569748878479
28.48,25,49234,1261568,1.7,616,0.001,0.15338338720612227,1.0,615,0.006797436159104109,0.026531297713518143,0.2747519612312317
29.03,25,49310,1263616,1.73,617,0.001,0.16657625157386063,1.0,616,0.008776485919952393,0.014949731528759003,0.18509072065353394
26.84,25,49402,1265664,1.81,618,0.001,0.16468120706267655,1.0,617,0.002140713157132268,0.009627453982830048,0.24129676818847656
26.98,25,49488,1267712,1.81,619,0.001,0.175651918631047,1.0,618,0.008275020867586136,0.017349155619740486,0.28711360692977905
29.16,25,49566,1269760,1.72,620,0.001,0.14791766935959458,1.0,619,0.007064984180033207,0.014341066591441631,0.38359588384628296
29.43,25,49651,1271808,1.59,621,0.001,0.14074634732678531,1.0,620,0.009275254793465137,0.018135186284780502,0.3599603772163391
27.21,25,49732,1273856,1.87,622,0.001,0.14501518295146526,1.0,621,0.009844743646681309,0.016955174505710602,0.3872969150543213
24.39,25,49814,1275904,2.01,623,0.001,0.1846282294485718,1.0,622,0.006867716088891029,0.009843612089753151,0.2925570011138916
24.72,25,49890,1277952,2.04,624,0.001,0.19378836289979517,1.0,623,0.009593803435564041,0.014252190478146076,0.31972479820251465
28.72,25,49963,1280000,1.81,625,0.001,0.18551904102787375,1.0,624,0.008623640052974224,0.018736297264695168,0.28768646717071533
24.94,25,50040,1282048,1.89,626,0.001,0.1387100019492209,1.0,625,0.007282638922333717,0.009151624515652657,0.3778342604637146
26.48,25,50122,1284096,1.86,627,0.001,0.18374944743700325,1.0,626,0.006689012050628662,0.015360333025455475,0.2867652177810669
25.81,25,50204,1286144,1.61,628,0.001,0.1344010468106717,1.0,627,0.00910516269505024,0.019475411623716354,0.4206152558326721
28.2,25,50281,1288192,1.68,629,0.001,0.16622804501093924,1.0,628,0.009312504902482033,0.018561353906989098,0.2681503891944885
31.09,25,50360,1290240,1.64,630,0.001,0.15112458998337389,1.0,629,0.008584054186940193,0.012167352251708508,0.2923547625541687
31.86,25,50441,1292288,1.61,631,0.001,0.14583293828181923,1.0,630,0.007375879213213921,0.01536677684634924,0.2803182005882263
29.5,25,50523,1294336,1.41,632,0.001,0.1423085844144225,1.0,631,0.008993253111839294,0.015322343446314335,0.23465639352798462
30.74,25,50603,1296384,1.56,633,0.001,0.13235968148801475,1.0,632,0.00830770656466484,0.011513852514326572,0.22418087720870972
27.93,25,50685,1298432,1.82,634,0.001,0.1589764069300145,1.0,633,0.006499624811112881,0.016265511512756348,0.2694687843322754
27.03,25,50762,1300480,1.83,635,0.001,0.1597288497723639,1.0,634,0.00944322906434536,0.014315514825284481,0.1954810619354248
27.0,25,50845,1302528,1.68,636,0.001,0.17120024468749762,1.0,635,0.008709454908967018,0.018490808084607124,0.26136189699172974
28.54,25,50926,1304576,1.82,637,0.001,0.14847880299203098,1.0,636,0.00890093483030796,0.020766228437423706,0.30743706226348877
27.22,25,51012,1306624,1.77,638,0.001,0.1978593798354268,1.0,637,0.005669805686920881,0.011754152365028858,0.25075483322143555
31.4,25,51104,1308672,1.78,639,0.001,0.1653590178117156,1.0,638,0.00796324573457241,0.016471125185489655,0.33159178495407104
31.93,25,51191,1310720,1.54,640,0.001,0.16708770426921546,1.0,639,0.00691157765686512,0.016599178314208984,0.18345940113067627
28.47,25,51272,1312768,1.68,641,0.001,0.12200924516655505,1.0,640,0.006777957081794739,0.01555072981864214,0.2502400279045105
25.27,25,51349,1314816,1.81,642,0.001,0.14604243314825,1.0,641,0.009579966776072979,0.022159166634082794,0.2991262674331665
25.92,25,51425,1316864,1.84,643,0.001,0.15275439978577196,1.0,642,0.009827898815274239,0.01183715183287859,0.32929593324661255
25.13,25,51505,1318912,1.8,644,0.001,0.13559182062745095,1.0,643,0.006534771528095007,0.015841610729694366,0.27438366413116455
24.96,25,51576,1320960,1.81,645,0.001,0.19110599309206008,1.0,644,0.0076563917100429535,0.013776864856481552,0.21057558059692383
26.9,25,51656,1323008,1.92,646,0.001,0.17671183231286705,1.0,645,0.006456281058490276,0.01465497724711895,0.2539985775947571
26.52,25,51735,1325056,1.93,647,0.001,0.16553508224897087,1.0,646,0.009869410656392574,0.022031031548976898,0.35688936710357666
26.66,25,51812,1327104,1.93,648,0.001,0.13414143915288151,1.0,647,0.009091753512620926,0.01906326599419117,0.406952440738678
24.74,25,51901,1329152,2.02,649,0.001,0.17267518932931125,1.0,648,0.009209275245666504,0.013836652040481567,0.36409932374954224
25.1,25,51971,1331200,1.94,650,0.001,0.17884901338256895,1.0,649,0.00823285710066557,0.02872532233595848,0.31002819538116455
26.41,25,52047,1333248,1.81,651,0.001,0.1631141362246126,1.0,650,0.00705296453088522,0.016119742766022682,0.3322831392288208
30.28,25,52126,1335296,1.98,652,0.001,0.14937136974185705,1.0,651,0.008248480968177319,0.015042172744870186,0.3771635890007019
30.6,25,52216,1337344,1.83,653,0.001,0.178755485964939,1.0,652,0.00838836096227169,0.018045740202069283,0.305481493473053
31.08,25,52292,1339392,1.78,654,0.001,0.1259981304174289,1.0,653,0.009587687440216541,0.018189895898103714,0.39434385299682617
28.9,25,52370,1341440,1.76,655,0.001,0.17992702717892825,1.0,654,0.009789349511265755,0.016259169206023216,0.23197776079177856
31.9,25,52445,1343488,1.78,656,0.001,0.17047199266962706,1.0,655,0.008525054901838303,0.014153233729302883,0.2273845076560974
27.65,25,52525,1345536,1.79,657,0.001,0.1332210571039468,1.0,656,0.006240230053663254,0.025469422340393066,0.2505137324333191
23.25,25,52606,1347584,1.84,658,0.001,0.20023154225200415,1.0,657,0.006724740378558636,0.010055518709123135,0.2905307412147522
28.5,25,52691,1349632,1.82,659,0.001,0.15857441234402359,1.0,658,0.008068126626312733,0.01525314524769783,0.35324710607528687
25.37,25,52766,1351680,1.85,660,0.001,0.18271315898746252,1.0,659,0.009890656918287277,0.016395606100559235,0.31737905740737915
27.86,25,52844,1353728,1.59,661,0.001,0.1471595942042768,1.0,660,0.0063677565194666386,0.014000248163938522,0.27305471897125244
26.45,25,52924,1355776,1.63,662,0.001,0.14691680422984063,1.0,661,0.006443479098379612,0.01624305173754692,0.24089455604553223
29.46,25,53002,1357824,1.42,663,0.001,0.1611059601418674,1.0,662,0.0068585993722081184,0.014185938984155655,0.2418985366821289
25.32,25,53087,1359872,1.69,664,0.001,0.10240954908076674,1.0,663,0.00981336273252964,0.014729536138474941,0.3516758680343628
23.59,25,53164,1361920,1.96,665,0.001,0.17633341178297995,1.0,664,0.006191158667206764,0.0139605812728405,0.21362239122390747
26.85,25,53240,1363968,1.94,666,0.001,0.19720331961289048,1.0,665,0.008302442729473114,0.016907479614019394,0.23101073503494263
28.62,25,53319,1366016,1.73,667,0.001,0.16408190554939212,1.0,666,0.00913793221116066,0.015866246074438095,0.33841627836227417
25.65,25,53400,1368064,1.62,668,0.001,0.14394947974942623,1.0,667,0.00967489555478096,0.01618271879851818,0.35821348428726196
28.32,25,53481,1370112,1.54,669,0.001,0.14076887699775398,1.0,668,0.009068510495126247,0.014775959774851799,0.25813597440719604
27.83,25,53579,1372160,1.69,670,0.001,0.1294422488193959,1.0,669,0.005144884809851646,0.08784552663564682,0.33742475509643555
30.44,25,53655,1374208,1.77,671,0.001,0.15921373260207475,1.0,670,0.00865091010928154,0.013502446003258228,0.277337908744812
27.6,25,53733,1376256,1.8,672,0.001,0.1487464461941272,1.0,671,0.009337179362773895,0.014910098165273666,0.32858437299728394
29.45,25,53807,1378304,1.55,673,0.001,0.1619362055324018,1.0,672,0.008988620713353157,0.01536135096102953,0.2860599756240845
26.97,25,53876,1380352,1.92,674,0.001,0.10105429971590638,1.0,673,0.007150451187044382,0.015838943421840668,0.4074065685272217
25.81,25,53946,1382400,1.89,675,0.001,0.18525074804201722,1.0,674,0.0068174246698617935,0.015421885065734386,0.3103376030921936
27.86,25,54034,1384448,1.88,676,0.001,0.1635788316372782,1.0,675,0.008524071425199509,0.016723478212952614,0.27760130167007446
27.8,25,54112,1386496,1.83,677,0.001,0.1715072757098824,1.0,676,0.009429872035980225,0.008277036249637604,0.17320191860198975
24.66,25,54189,1388544,1.87,678,0.001,0.16104295584373177,1.0,677,0.008382913656532764,0.022636130452156067,0.2964410185813904
27.34,25,54272,1390592,1.72,679,0.001,0.17272427561692894,1.0,678,0.006337919272482395,0.014887122437357903,0.3892430067062378
28.39,25,54350,1392640,1.71,680,0.001,0.14799156901426613,1.0,679,0.007177930325269699,0.014616433531045914,0.3373183608055115
26.32,25,54434,1394688,1.8,681,0.001,0.14169996399432422,1.0,680,0.007539096288383007,0.01883668079972267,0.37951791286468506
27.16,25,54524,1396736,1.86,682,0.001,0.16611407548189164,1.0,681,0.007636481896042824,0.004436733201146126,0.31197845935821533
30.65,25,54603,1398784,1.76,683,0.001,0.15240666451863943,1.0,682,0.00628458708524704,0.013097293674945831,0.3302156925201416
28.17,25,54687,1400832,1.49,684,0.001,0.12533398023806513,1.0,683,0.007850558497011662,0.014835759066045284,0.3095610737800598
28.77,25,54774,1402880,1.52,685,0.001,0.10673016307409852,1.0,684,0.006488300859928131,0.0189548097550869,0.4261056184768677
31.68,25,54863,1404928,1.61,686,0.001,0.12022666027769446,1.0,685,0.0058233849704265594,0.010165964253246784,0.38024359941482544
30.65,25,54949,1406976,1.74,687,0.001,0.1382061734329909,1.0,686,0.006745935417711735,0.013859841041266918,0.3370586633682251
30.24,25,55038,1409024,1.55,688,0.001,0.14458256571087985,1.0,687,0.00867515429854393,0.009449753910303116,0.34044206142425537
24.91,25,55121,1411072,1.79,689,0.001,0.15779635310173035,1.0,688,0.008481953293085098,0.017238399013876915,0.2965453863143921
25.34,25,55200,1413120,1.69,690,0.001,0.1731924967840314,1.0,689,0.007969087921082973,0.014522368088364601,0.33077049255371094
31.27,25,55281,1415168,1.57,691,0.001,0.13062241168227046,1.0,690,0.009535572491586208,0.018202105537056923,0.41131120920181274
31.7,25,55372,1417216,1.39,692,0.001,0.106663847155869,1.0,691,0.007470952812582254,0.015438943170011044,0.38712626695632935
23.64,25,55459,1419264,1.62,693,0.001,0.12765847253613175,1.0,692,0.009937364608049393,0.018979119136929512,0.2882004380226135
26.55,25,55538,1421312,1.73,694,0.001,0.12247792538255453,1.0,693,0.00971194077283144,0.026143327355384827,0.4646991491317749
27.31,25,55615,1423360,1.73,695,0.001,0.16836663535796106,1.0,694,0.007837651297450066,0.019729409366846085,0.3556991219520569
28.76,25,55696,1425408,1.86,696,0.001,0.12841319928411393,1.0,695,0.007009697146713734,0.01734689250588417,0.34991252422332764
27.37,25,55775,1427456,1.86,697,0.001,0.16740192025899886,1.0,696,0.00888177938759327,0.018109407275915146,0.287286639213562
28.1,25,55851,1429504,1.6,698,0.001,0.1596484247595072,1.0,697,0.009781047701835632,0.023859886452555656,0.30866336822509766
28.49,25,55940,1431552,1.68,699,0.001,0.09907941652927547,1.0,698,0.009175792336463928,0.009261446073651314,0.509533166885376
26.96,25,56027,1433600,1.55,700,0.001,0.161124407639727,1.0,699,0.006558036431670189,0.018363509327173233,0.25341278314590454
30.04,25,56108,1435648,1.79,701,0.001,0.13604752174578608,1.0,700,0.006317866966128349,0.015152078121900558,0.35554784536361694
26.66,25,56188,1437696,1.99,702,0.001,0.1558577547315508,1.0,701,0.006687299348413944,0.01686381734907627,0.3921087980270386
27.78,25,56267,1439744,1.81,703,0.001,0.1754058448597789,1.0,702,0.0097579937428236,0.0242990143597126,0.3693896532058716
26.87,25,56361,1441792,1.69,704,0.001,0.13475620998069643,1.0,703,0.008578887209296227,0.012024573981761932,0.45704108476638794
27.92,25,56445,1443840,1.83,705,0.001,0.14078179067000746,1.0,704,0.007534795440733433,0.013907307758927345,0.39160364866256714
29.34,25,56524,1445888,1.88,706,0.001,0.1518985222093761,1.0,705,0.006696202792227268,0.015715014189481735,0.34085291624069214
32.31,25,56614,1447936,1.52,707,0.001,0.1629474396817386,1.0,706,0.009914834052324295,0.018430931493639946,0.2873343229293823
29.05,25,56700,1449984,1.78,708,0.001,0.11807991615496576,1.0,707,0.009457927197217941,0.01637771725654602,0.3673120141029358
22.58,25,56779,1452032,1.91,709,0.001,0.16885245544835925,1.0,708,0.0070035443641245365,0.014071425423026085,0.2434561848640442
26.11,25,56861,1454080,1.66,710,0.001,0.18897795430384576,1.0,709,0.007793311029672623,0.02141072414815426,0.3838946223258972
29.66,25,56950,1456128,1.78,711,0.001,0.11945941455196589,1.0,710,0.007337595801800489,0.01723574846982956,0.3198506832122803
32.7,25,57038,1458176,1.6,712,0.001,0.15521493069827558,1.0,711,0.006601984146982431,0.02096891961991787,0.3093605041503906
29.35,25,57123,1460224,1.69,713,0.001,0.1395134032703936,1.0,712,0.008741544559597969,0.0218517929315567,0.23343580961227417
28.22,25,57203,1462272,1.59,714,0.001,0.1448671543970704,1.0,713,0.00992673821747303,0.016418348997831345,0.303627610206604
28.39,25,57287,1464320,1.49,715,0.001,0.10295265603344887,1.0,714,0.009457793086767197,0.01986139640212059,0.3443390727043152
26.38,25,57371,1466368,1.77,716,0.001,0.1243699805578217,1.0,715,0.008532790467143059,0.013339672237634659,0.2467021346092224
23.88,25,57449,1468416,1.81,717,0.001,0.18918056250549853,1.0,716,0.009148141369223595,0.0069289058446884155,0.2775794267654419
27.45,25,57531,1470464,1.71,718,0.001,0.16211339933797717,1.0,717,0.00918686855584383,0.023224446922540665,0.2824872136116028
27.66,25,57608,1472512,1.78,719,0.001,0.16284674028865992,1.0,718,0.00886813085526228,0.020963549613952637,0.331298291683197
28.79,25,57692,1474560,1.73,720,0.001,0.15625427323393523,1.0,719,0.008378326892852783,0.013941329903900623,0.3819073438644409
31.1,25,57775,1476608,1.81,721,0.001,0.11524254712276161,1.0,720,0.009427029639482498,0.01701759360730648,0.38424670696258545
29.61,25,57858,1478656,1.63,722,0.001,0.19559884597547353,1.0,721,0.009466180577874184,0.013515599071979523,0.21656155586242676
28.83,25,57941,1480704,1.7,723,0.001,0.12039624268654733,1.0,722,0.009427208453416824,0.01523185707628727,0.3377484679222107
22.55,25,58023,1482752,1.92,724,0.001,0.16980852973647415,1.0,723,0.007638903334736824,0.014274824410676956,0.28315794467926025
23.99,25,58118,1484800,1.96,725,0.001,0.20801833611913026,1.0,724,0.009639441967010498,0.017069051042199135,0.24185121059417725
26.76,25,58213,1486848,1.52,726,0.001,0.17303562117740512,1.0,725,0.006323806010186672,0.016147561371326447,0.3346560597419739
26.05,25,58293,1488896,1.84,727,0.001,0.13612484999466687,1.0,726,0.009835993871092796,0.020761625841259956,0.3020665645599365
25.94,25,58378,1490944,1.68,728,0.001,0.16324733938090502,1.0,727,0.008957155048847198,0.04098183661699295,0.2766326665878296
27.83,25,58460,1492992,1.95,729,0.001,0.1365464798407629,1.0,728,0.007182716857641935,0.01432972215116024,0.38092559576034546
29.99,25,58543,1495040,1.84,730,0.001,0.16968054720200598,1.0,729,0.006359715946018696,0.013829361647367477,0.31112420558929443
29.03,25,58624,1497088,1.96,731,0.001,0.18295506690628827,1.0,730,0.00930042564868927,0.023362843319773674,0.33109045028686523
28.39,25,58711,1499136,2.1,732,0.001,0.17524496824480593,1.0,731,0.006606042850762606,0.013496475294232368,0.35445505380630493
24.33,25,58800,1501184,1.75,733,0.001,0.2081777506042272,1.0,732,0.007795270532369614,0.017223089933395386,0.3364766240119934
26.08,25,58882,1503232,1.75,734,0.001,0.16619795765727757,1.0,733,0.009332016110420227,0.01529189758002758,0.25952446460723877
25.77,25,58970,1505280,1.87,735,0.001,0.14071402526460589,1.0,734,0.007869052700698376,0.011033421382308006,0.4067894220352173
26.97,25,59059,1507328,1.84,736,0.001,0.16747900317423045,1.0,735,0.009289463981986046,0.014277232810854912,0.35535144805908203
24.72,25,59145,1509376,1.44,737,0.001,0.1637147009372711,1.0,736,0.006951448041945696,0.014913920313119888,0.31439948081970215
27.71,25,59232,1511424,1.6,738,0.001,0.12440492091700435,1.0,737,0.006243337411433458,0.010164257138967514,0.33760392665863037
27.86,25,59315,1513472,1.82,739,0.001,0.14561702399514614,1.0,738,0.007788922172039747,0.016799917444586754,0.25142693519592285
20.56,25,59392,1515520,1.99,740,0.001,0.1629298581276089,1.0,739,0.009230898693203926,0.017384346574544907,0.28071117401123047
24.99,25,59472,1517568,1.78,741,0.001,0.2200198957696557,1.0,740,0.0068479180335998535,0.012480197474360466,0.25387078523635864
24.92,25,59558,1519616,1.99,742,0.001,0.13941460535861552,1.0,741,0.005792943760752678,0.0105780940502882,0.2580428123474121
24.46,25,59647,1521664,1.76,743,0.001,0.20159111814573408,1.0,742,0.00691943196579814,0.01742255687713623,0.2785872220993042
27.97,25,59738,1523712,1.75,744,0.001,0.12600176995620133,1.0,743,0.005144515074789524,0.01422791462391615,0.35480833053588867
26.46,25,59828,1525760,1.79,745,0.001,0.13527600090019404,1.0,744,0.008353648707270622,0.024812810122966766,0.39713722467422485
28.7,25,59910,1527808,1.77,746,0.001,0.1726554780267179,1.0,745,0.009834202006459236,0.01709558069705963,0.2705981731414795
28.73,25,59998,1529856,1.71,747,0.001,0.14604431726038455,1.0,746,0.00791284628212452,0.011355888098478317,0.31996554136276245
21.22,25,60084,1531904,1.71,748,0.001,0.12709518447518348,1.0,747,0.00710054486989975,0.011003350839018822,0.36792993545532227
26.88,25,60164,1533952,1.46,749,0.001,0.1569979636464268,1.0,748,0.0075398595072329044,0.015028662979602814,0.3842453360557556
30.25,25,60258,1536000,1.63,750,0.001,0.12428577251266688,1.0,749,0.002564996015280485,0.011052551679313183,0.34610122442245483
26.02,25,60343,1538048,1.8,751,0.001,0.15939438613131643,1.0,750,0.007460390217602253,0.01690075919032097,0.469629168510437
25.15,25,60425,1540096,1.73,752,0.001,0.15262044533155858,1.0,751,0.009355764836072922,0.019439011812210083,0.4650229811668396
26.86,25,60512,1542144,1.63,753,0.001,0.16234458298422397,1.0,752,0.008979412727057934,0.018158603459596634,0.3653348684310913
29.14,25,60607,1544192,1.6,754,0.001,0.11087856609374284,1.0,753,0.006607367191463709,0.01248355582356453,0.30653810501098633
27.77,25,60700,1546240,1.83,755,0.001,0.13446029429323972,1.0,754,0.008103759959340096,0.017231648787856102,0.32939618825912476
24.01,25,60792,1548288,2.05,756,0.001,0.1685084673576057,1.0,755,0.008329288102686405,0.012907568365335464,0.3561789393424988
25.29,25,60880,1550336,1.96,757,0.001,0.18818734493106604,1.0,756,0.006326369009912014,0.012076715007424355,0.3668227195739746
25.88,25,60967,1552384,1.8,758,0.001,0.15941641982644797,1.0,757,0.006659633480012417,0.00774756632745266,0.3278499245643616
28.87,25,61052,1554432,1.86,759,0.001,0.17062637200579048,1.0,758,0.00754429679363966,0.012833986431360245,0.3361911177635193
28.98,25,61132,1556480,1.71,760,0.001,0.19538115500472486,1.0,759,0.00898779183626175,0.016729289665818214,0.29962414503097534
25.07,25,61216,1558528,1.67,761,0.001,0.1477832557633519,1.0,760,0.007278923410922289,0.018500789999961853,0.3161138892173767
24.4,25,61289,1560576,1.62,762,0.001,0.1630277288146317,1.0,761,0.009083153679966927,0.015539407730102539,0.3174518346786499
27.27,25,61371,1562624,1.68,763,0.001,0.13067754674702883,1.0,762,0.009225098416209221,0.012902390211820602,0.3978804349899292
24.5,25,61461,1564672,1.88,764,0.001,0.169229564582929,1.0,763,0.00693057756870985,0.018040742725133896,0.3342037796974182
28.93,25,61543,1566720,1.9,765,0.001,0.17413631426170467,1.0,764,0.009401320479810238,0.014630669727921486,0.388630211353302
29.34,25,61631,1568768,1.49,766,0.001,0.16787205804139377,1.0,765,0.009613197296857834,0.02137887477874756,0.2821049094200134
26.03,25,61715,1570816,1.8,767,0.001,0.1641027953941375,1.0,766,0.007742611691355705,0.013676073402166367,0.33794575929641724
23.91,25,61802,1572864,1.85,768,0.001,0.17366531677544117,1.0,767,0.0086970841512084,0.0151981171220541,0.3208298683166504
27.15,25,61891,1574912,1.71,769,0.001,0.17750058504752814,1.0,768,0.007445325143635273,0.01802007295191288,0.4001792073249817
29.69,25,61979,1576960,1.63,770,0.001,0.12962037927936762,1.0,769,0.0097598135471344,0.01604582741856575,0.35538554191589355
27.54,25,62068,1579008,2.02,771,0.001,0.14178627235814928,1.0,770,0.007043215911835432,0.019850023090839386,0.4109078049659729
25.06,25,62156,1581056,2.06,772,0.001,0.17582707488909363,1.0,771,0.0072859060019254684,0.013729996047914028,0.2978054881095886
24.13,25,62239,1583104,1.93,773,0.001,0.20336676281876861,1.0,772,0.006404458545148373,0.0175492987036705,0.354275107383728
28.99,25,62324,1585152,1.66,774,0.001,0.16828708508983253,1.0,773,0.00676889019086957,0.02195092663168907,0.362094521522522
28.43,25,62419,1587200,1.71,775,0.001,0.14555290220305322,1.0,774,0.00975845754146576,0.019132796674966812,0.299960732460022
26.87,25,62510,1589248,1.71,776,0.001,0.16455350243486463,1.0,775,0.009800930507481098,0.019265908747911453,0.3354853391647339
27.62,25,62597,1591296,1.77,777,0.001,0.13630100740119816,1.0,776,0.008926990441977978,0.016639813780784607,0.2635143995285034
26.78,25,62680,1593344,1.73,778,0.001,0.15462494944222271,1.0,777,0.006584608927369118,0.012000570073723793,0.3117644786834717
25.71,25,62769,1595392,1.77,779,0.001,0.148028166545555,1.0,778,0.006506153382360935,0.011201868765056133,0.3209450840950012
30.0,25,62850,1597440,1.74,780,0.001,0.1594876192510128,1.0,779,0.00936373695731163,0.019879888743162155,0.35633212327957153
28.55,25,62932,1599488,1.86,781,0.001,0.13946061697788537,1.0,780,0.007019068580120802,0.014929644763469696,0.4262573719024658
26.95,25,63014,1601536,1.88,782,0.001,0.17323919837363064,1.0,781,0.006563838571310043,0.012545382604002953,0.43841052055358887
27.65,25,63098,1603584,1.76,783,0.001,0.17038295669481157,1.0,782,0.008403096348047256,0.01834454946219921,0.3693346381187439
27.19,25,63178,1605632,1.85,784,0.001,0.1459913188125938,1.0,783,0.0076033975929021835,0.012612845748662949,0.36364859342575073
25.17,25,63262,1607680,1.79,785,0.001,0.18680466702207923,1.0,784,0.00918723363429308,0.01925717666745186,0.27360641956329346
28.89,25,63355,1609728,1.78,786,0.001,0.15071710147894918,1.0,785,0.007309922948479652,0.012878110632300377,0.40664970874786377
30.26,25,63439,1611776,1.74,787,0.001,0.16358967130072416,1.0,786,0.008823993615806103,0.017542216926813126,0.30940431356430054
30.98,25,63524,1613824,1.72,788,0.001,0.15331302992999554,1.0,787,0.006360423751175404,0.010325654409825802,0.28617632389068604
29.85,25,63609,1615872,1.6,789,0.001,0.14422182133421302,1.0,788,0.00651940843090415,0.01636406220495701,0.30763089656829834
28.11,25,63695,1617920,1.59,790,0.001,0.12797347870655357,1.0,789,0.008004510775208473,0.011898297816514969,0.3740729093551636
29.17,25,63778,1619968,1.58,791,0.001,0.12001369728241115,1.0,790,0.009856188669800758,0.017114728689193726,0.3647157549858093
24.33,25,63852,1622016,1.91,792,0.001,0.1295447748620063,1.0,791,0.007764782290905714,0.012815028429031372,0.34787654876708984
