rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/learning_rate,train/value_loss,train/is_line_search_success,train/n_updates,train/kl_divergence_loss,train/policy_objective,train/explained_variance
38.68,22,11673,262144,1.18,128,0.001,0.07277959734201431,1.0,127,0.006971291266381741,0.0037843426689505577,0.3014860153198242
36.85,22,11736,264192,1.3,129,0.001,0.06885490550193936,1.0,128,0.006627148948609829,0.015785932540893555,0.3513484597206116
39.12,22,11801,266240,1.19,130,0.001,0.08942124745808541,1.0,129,0.00912630558013916,0.0347273163497448,0.13504892587661743
41.07,22,11872,268288,1.05,131,0.001,0.057398605428170414,1.0,130,0.007013559807091951,0.028306450694799423,0.2187269926071167
37.39,22,11942,270336,1.28,132,0.001,0.07440324503695592,1.0,131,0.005429936107248068,0.019020926207304,0.16826987266540527
36.34,22,12018,272384,1.21,133,0.001,0.09836692400276661,1.0,132,0.007150865625590086,0.009174658916890621,0.27141451835632324
36.71,22,12094,274432,1.07,134,0.001,0.07040630511473864,1.0,133,0.008963658474385738,0.004380231723189354,0.2915971279144287
38.98,22,12159,276480,0.93,135,0.001,0.05834342429880053,1.0,134,0.0060315970331430435,0.0035668136551976204,0.16635030508041382
39.81,22,12232,278528,0.89,136,0.001,0.06864068158902228,1.0,135,0.006479686126112938,0.012324219569563866,0.27876031398773193
38.15,22,12311,280576,0.99,137,0.001,0.04844159046187997,1.0,136,0.0038828132674098015,0.031700290739536285,0.2745123505592346
36.61,22,12383,282624,1.12,138,0.001,0.07901015724055468,1.0,137,0.007156362757086754,0.013454077765345573,0.15259182453155518
35.76,22,12454,284672,1.05,139,0.001,0.07451663210522383,1.0,138,0.009936769492924213,0.006009156350046396,0.20971590280532837
35.55,22,12526,286720,1.2,140,0.001,0.09274802743457258,1.0,139,0.006344514898955822,0.006630059331655502,0.282748818397522
36.89,22,12593,288768,1.29,141,0.001,0.08727787488605827,1.0,140,0.00625056866556406,0.011826924979686737,0.2065514326095581
39.12,22,12657,290816,1.13,142,0.001,0.07862285794690252,1.0,141,0.008641193620860577,0.00785673875361681,0.28071534633636475
41.18,23,12732,292864,0.88,143,0.001,0.04321999590611085,1.0,142,0.0063179112039506435,0.00664928276091814,0.30289900302886963
39.36,23,12800,294912,0.98,144,0.001,0.05048516633687541,1.0,143,0.00795172993093729,0.0088887894526124,0.2165049910545349
36.11,23,12861,296960,1.22,145,0.001,0.0714210411766544,1.0,144,0.006601954810321331,0.01946888491511345,0.1877933144569397
36.18,23,12934,299008,1.12,146,0.001,0.07895069199148566,1.0,145,0.006971700116991997,0.01869220659136772,0.2673931121826172
37.62,23,12999,301056,1.04,147,0.001,0.06682929253438488,1.0,146,0.004689884837716818,0.011326605454087257,0.09036678075790405
40.3,23,13073,303104,1.02,148,0.001,0.10008835948538035,1.0,147,0.0065439846366643906,0.015175491571426392,0.11753779649734497
39.55,23,13161,305152,1.25,149,0.001,0.06259976656874641,0.0,148,0.0,2.3402273654937744e-05,0.11351782083511353
37.42,23,13224,307200,1.29,150,0.001,0.1060625403188169,1.0,149,0.008220570161938667,0.013647647574543953,0.13907819986343384
36.95,23,13298,309248,1.19,151,0.001,0.06743515376001596,1.0,150,0.005484398454427719,0.007259400561451912,0.1802077293395996
36.72,23,13372,311296,1.36,152,0.001,0.0891777262557298,1.0,151,0.008686250075697899,0.017068184912204742,0.1849859356880188
37.13,23,13449,313344,1.24,153,0.001,0.0881217054789886,1.0,152,0.009463060647249222,0.01840325817465782,0.17329835891723633
35.81,23,13523,315392,1.26,154,0.001,0.0964180524693802,1.0,153,0.00907973200082779,0.011747916229069233,0.23243755102157593
35.72,23,13599,317440,1.02,155,0.001,0.07101477563846856,1.0,154,0.006866100709885359,0.022324655205011368,0.3050398826599121
31.93,23,13679,319488,1.27,156,0.001,0.07148064752109348,1.0,155,0.0054704975336790085,0.013163121417164803,0.1489695906639099
34.29,23,13759,321536,1.33,157,0.001,0.12513874964788557,1.0,156,0.007503228727728128,0.020122002810239792,0.08107703924179077
34.53,23,13839,323584,1.3,158,0.001,0.0854654872789979,1.0,157,0.00684681860730052,0.012969444505870342,0.19086873531341553
36.1,23,13916,325632,1.17,159,0.001,0.10949458407703787,1.0,158,0.009022369049489498,0.008767412044107914,0.2515227198600769
35.91,23,13998,327680,1.24,160,0.001,0.07429134163539856,1.0,159,0.008760493248701096,0.014503922313451767,0.3669235110282898
36.6,23,14094,329728,1.3,161,0.001,0.07772527802735567,1.0,160,0.005276138428598642,0.006114672869443893,0.315197229385376
35.93,23,14178,331776,1.31,162,0.001,0.08101256683003158,1.0,161,0.00960379559546709,0.011387335136532784,0.26442593336105347
33.42,23,14256,333824,1.31,163,0.001,0.07909783744253218,1.0,162,0.008046754635870457,0.00904936995357275,0.23022961616516113
31.83,23,14329,335872,1.38,164,0.001,0.11082043841015547,1.0,163,0.006433794274926186,0.006657627876847982,0.16827785968780518
33.36,23,14404,337920,1.47,165,0.001,0.10413660912308842,1.0,164,0.007170913275331259,0.01258721575140953,0.3022865056991577
35.06,23,14477,339968,1.42,166,0.001,0.08966850159922615,1.0,165,0.009165368974208832,0.01039578765630722,0.2708277106285095
37.37,23,14552,342016,1.37,167,0.001,0.09548777150921524,1.0,166,0.007499932311475277,0.006781565025448799,0.24190837144851685
38.45,23,14628,344064,1.15,168,0.001,0.0785559210111387,1.0,167,0.007806709036231041,0.008545554243028164,0.2905697822570801
38.8,23,14702,346112,1.18,169,0.001,0.08019602296408265,1.0,168,0.009772307239472866,0.019192568957805634,0.37292999029159546
36.65,23,14784,348160,1.31,170,0.001,0.08178466486278921,1.0,169,0.006283666007220745,0.00994095765054226,0.1745550036430359
35.49,23,14861,350208,1.2,171,0.001,0.11792190601117909,1.0,170,0.008326075971126556,0.01676734909415245,0.15163898468017578
39.56,23,14937,352256,1.01,172,0.001,0.07364500691182911,1.0,171,0.006216086912900209,0.011101823300123215,0.23459821939468384
39.59,23,15013,354304,1.01,173,0.001,0.066465968627017,1.0,172,0.006848267745226622,0.021944452077150345,0.14114046096801758
36.46,23,15089,356352,1.12,174,0.001,0.06972590233199298,1.0,173,0.008937515318393707,0.020208481699228287,0.14949405193328857
33.92,23,15173,358400,1.29,175,0.001,0.07896680575795471,1.0,174,0.008709119632840157,0.0212264321744442,0.20654213428497314
34.67,23,15254,360448,1.45,176,0.001,0.10700813319999725,1.0,175,0.007394454907625914,0.010544618591666222,0.212357759475708
36.5,23,15333,362496,1.38,177,0.001,0.11617941581644117,1.0,176,0.00857734028249979,0.03350934386253357,0.2516931891441345
35.59,23,15413,364544,1.29,178,0.001,0.07164408187381924,1.0,177,0.007663459051400423,0.009126633405685425,0.3113793730735779
35.38,23,15495,366592,1.24,179,0.001,0.07658534683287144,1.0,178,0.005035278853029013,0.020462803542613983,0.2956072688102722
37.36,23,15571,368640,1.1,180,0.001,0.08540692557580769,1.0,179,0.006072326097637415,0.013636713847517967,0.22181612253189087
35.38,23,15652,370688,1.24,181,0.001,0.0692618039494846,1.0,180,0.009583239443600178,0.007788015063852072,0.2639438509941101
35.24,23,15731,372736,1.39,182,0.001,0.10117449627723545,1.0,181,0.0064867520704865456,0.013797868974506855,0.20323717594146729
31.46,23,15807,374784,1.4,183,0.001,0.09204646600410342,1.0,182,0.007222120184451342,0.017922693863511086,0.17361408472061157
32.83,23,15896,376832,1.28,184,0.001,0.1131431677378714,1.0,183,0.006100929342210293,0.007515151984989643,0.18626540899276733
35.85,23,16000,378880,1.35,185,0.001,0.08617398298811167,0.0,184,0.0,-3.237370401620865e-05,0.3103490471839905
36.45,23,16075,380928,1.34,186,0.001,0.11446413404773921,1.0,185,0.007281156722456217,0.011433414183557034,0.147452712059021
33.48,23,16150,382976,1.34,187,0.001,0.08112243311479687,1.0,186,0.007808947004377842,0.00784360058605671,0.18477356433868408
34.1,23,16225,385024,1.29,188,0.001,0.10023463815450669,1.0,187,0.009767312556505203,0.023861166089773178,0.1646580696105957
36.72,23,16299,387072,1.21,189,0.001,0.09241340117296204,1.0,188,0.007284101098775864,0.01375369168817997,0.2162957787513733
37.97,23,16378,389120,1.1,190,0.001,0.08430815663887188,1.0,189,0.0058104959316551685,0.008851220831274986,0.21560710668563843
35.46,23,16457,391168,1.07,191,0.001,0.06527287198696285,1.0,190,0.006758859381079674,0.008685427717864513,0.25772833824157715
33.35,23,16544,393216,1.41,192,0.001,0.07058196878060699,1.0,191,0.00043976862798444927,0.005473500583320856,0.285367488861084
35.04,23,16618,395264,1.4,193,0.001,0.10749796184245497,1.0,192,0.006750635802745819,0.012538235634565353,0.2332499623298645
33.82,23,16698,397312,1.28,194,0.001,0.0917399617144838,1.0,193,0.008082110434770584,0.010221295058727264,0.1963435411453247
35.76,23,16774,399360,1.31,195,0.001,0.11715396812651306,1.0,194,0.008555904030799866,0.071271151304245,0.13242805004119873
35.62,23,16851,401408,1.49,196,0.001,0.09099474399117753,1.0,195,0.008694520220160484,0.0110239889472723,0.2565585970878601
38.14,23,16928,403456,1.34,197,0.001,0.10530017791315913,1.0,196,0.0056063770316541195,0.010463368147611618,0.16852807998657227
36.11,23,17001,405504,1.24,198,0.001,0.08109792894683779,1.0,197,0.009006891399621964,0.0100231459364295,0.2881408929824829
36.14,23,17073,407552,1.18,199,0.001,0.09331686953082681,1.0,198,0.005979790352284908,0.00501498905941844,0.12550383806228638
38.98,23,17141,409600,1.14,200,0.001,0.07281197581905871,1.0,199,0.006117452401667833,0.013152454048395157,0.2534656524658203
36.99,23,17218,411648,1.41,201,0.001,0.08515886112581939,1.0,200,0.006584109738469124,0.011038989759981632,0.23719066381454468
35.84,23,17288,413696,1.34,202,0.001,0.11165321422740818,1.0,201,0.009478790685534477,0.0270693339407444,0.2182941436767578
36.7,23,17358,415744,1.31,203,0.001,0.08742125591961666,1.0,202,0.006916557438671589,0.009561687707901001,0.20933473110198975
36.56,23,17428,417792,1.24,204,0.001,0.09312932372558862,1.0,203,0.007268067449331284,0.016914283856749535,0.264481782913208
37.33,23,17514,419840,1.12,205,0.001,0.0795527420938015,1.0,204,0.009271128103137016,0.015720074996352196,0.2433590292930603
36.26,23,17590,421888,1.47,206,0.001,0.07994375949492678,1.0,205,0.009453155100345612,0.016168467700481415,0.09500354528427124
35.28,23,17668,423936,1.39,207,0.001,0.11529170265421271,1.0,206,0.008850016631186008,0.014357181265950203,0.24586743116378784
35.56,24,17741,425984,1.36,208,0.001,0.07165475019719451,1.0,207,0.008609865792095661,0.015063258819282055,0.16418540477752686
35.63,24,17815,428032,1.19,209,0.001,0.10082152776885778,1.0,208,0.009613743051886559,0.013506104238331318,0.24107837677001953
34.73,24,17890,430080,1.2,210,0.001,0.07468147502513603,1.0,209,0.00852725189179182,0.01752443052828312,0.22979164123535156
36.87,24,17964,432128,1.16,211,0.001,0.06838410689961165,1.0,210,0.006308666430413723,0.01167492289096117,0.2648463249206543
36.86,24,18042,434176,1.24,212,0.001,0.077375398715958,1.0,211,0.008032141253352165,0.012145777232944965,0.27927207946777344
35.25,24,18117,436224,1.26,213,0.001,0.0848235938232392,1.0,212,0.006730115506798029,0.015068433247506618,0.2906181216239929
35.5,24,18193,438272,1.41,214,0.001,0.08406998871359975,1.0,213,0.006708380300551653,0.010747088119387627,0.34150034189224243
35.8,24,18260,440320,1.56,215,0.001,0.12124356213025748,1.0,214,0.0061978804878890514,0.007626700215041637,0.038987696170806885
36.23,24,18326,442368,1.48,216,0.001,0.11479168105870485,1.0,215,0.009017208591103554,0.011358615010976791,0.17465603351593018
34.33,24,18395,444416,1.24,217,0.001,0.09431421819608658,1.0,216,0.00914657674729824,0.014786876738071442,0.2099408507347107
36.71,24,18477,446464,1.18,218,0.001,0.08285297141410411,1.0,217,0.006438067182898521,0.00969749502837658,0.21445989608764648
38.97,24,18554,448512,1.38,219,0.001,0.10295066302642226,1.0,218,0.007013391703367233,0.013286072760820389,0.22778350114822388
37.96,24,18631,450560,1.34,220,0.001,0.10730675586964936,1.0,219,0.007352017797529697,0.007768206298351288,0.05748468637466431
32.4,24,18705,452608,1.37,221,0.001,0.08093602610751986,1.0,220,0.006610610987991095,0.009982060641050339,0.28729504346847534
34.33,24,18785,454656,1.4,222,0.001,0.10836345928255468,1.0,221,0.007921377196907997,0.010742387734353542,0.29357314109802246
35.18,24,18857,456704,1.47,223,0.001,0.11537380155641586,1.0,222,0.008028747513890266,0.017761535942554474,0.27076035737991333
35.02,24,18931,458752,1.43,224,0.001,0.10826662676408887,1.0,223,0.008760478347539902,0.01027592457830906,0.29847031831741333
34.35,24,19001,460800,1.33,225,0.001,0.11139011855702848,1.0,224,0.00611858768388629,0.019542276859283447,0.2407103180885315
37.02,24,19070,462848,1.38,226,0.001,0.10500314731616527,1.0,225,0.008103933185338974,0.004975558258593082,0.07091456651687622
36.17,24,19141,464896,1.26,227,0.001,0.10725268782116473,1.0,226,0.005832131952047348,0.014130632393062115,0.1862196922302246
34.47,24,19225,466944,1.17,228,0.001,0.07786094448529184,1.0,227,0.0071088336408138275,0.019656065851449966,0.28976017236709595
33.9,24,19307,468992,1.34,229,0.001,0.08659366406500339,1.0,228,0.009702182374894619,0.029389169067144394,0.14008915424346924
34.61,24,19387,471040,1.36,230,0.001,0.11578469595406204,1.0,229,0.007721538655459881,0.014756453223526478,0.1436493992805481
36.07,24,19463,473088,1.35,231,0.001,0.11297839456237853,1.0,230,0.009704018011689186,0.005519828759133816,0.11930686235427856
35.94,24,19543,475136,1.28,232,0.001,0.09583027558401228,1.0,231,0.006339724641293287,0.008910219185054302,0.19468748569488525
36.55,24,19622,477184,1.37,233,0.001,0.06334870241116733,1.0,232,0.009559604339301586,0.01413851510733366,0.3118631839752197
35.89,24,19697,479232,1.62,234,0.001,0.11172514052595943,1.0,233,0.009376286529004574,0.023810340091586113,0.19907915592193604
34.57,24,19777,481280,1.5,235,0.001,0.10045245492365211,1.0,234,0.008253256790339947,0.009715666994452477,0.2985531687736511
35.55,24,19858,483328,1.33,236,0.001,0.08663420262746513,1.0,235,0.008613504469394684,0.01697494275867939,0.24259096384048462
33.8,24,19941,485376,1.35,237,0.001,0.10089469451922924,1.0,236,0.008246833458542824,0.015326367691159248,0.1476920247077942
35.43,24,20024,487424,1.27,238,0.001,0.11945828360039741,1.0,237,0.0069760512560606,0.012718385085463524,0.2333088517189026
36.22,24,20102,489472,1.18,239,0.001,0.08818000429309905,1.0,238,0.009864386171102524,0.014537105336785316,0.1720065474510193
37.48,24,20182,491520,1.18,240,0.001,0.09039190646726639,1.0,239,0.0070006949827075005,0.011622399091720581,0.30736613273620605
36.25,24,20258,493568,1.27,241,0.001,0.06694446991896257,1.0,240,0.008383840322494507,0.021465357393026352,0.044150352478027344
34.09,24,20331,495616,1.44,242,0.001,0.10351681201718747,1.0,241,0.009641338139772415,0.024567369371652603,0.08479064702987671
32.91,24,20413,497664,1.6,243,0.001,0.11354534914717078,1.0,242,0.008572923950850964,0.024337593466043472,0.1342359185218811
34.08,24,20498,499712,1.54,244,0.001,0.14837025753222405,1.0,243,0.009169398806989193,0.015388336032629013,0.18720144033432007
34.25,24,20572,501760,1.51,245,0.001,0.1049348445609212,1.0,244,0.0075787692330777645,0.014924248680472374,0.2462957501411438
32.13,24,20650,503808,1.69,246,0.001,0.11947486803401261,1.0,245,0.008207878097891808,0.019870545715093613,0.15831750631332397
30.91,24,20732,505856,1.81,247,0.001,0.13723510592244564,1.0,246,0.008324183523654938,0.013836223632097244,0.1845993995666504
34.31,24,20810,507904,1.5,248,0.001,0.1379987603984773,1.0,247,0.008555831387639046,0.024924956262111664,0.1558997631072998
31.45,24,20882,509952,1.6,249,0.001,0.10380746475420892,1.0,248,0.007828464731574059,0.01226109080016613,0.14697903394699097
30.98,24,20957,512000,1.67,250,0.001,0.13050533956848084,1.0,249,0.0033365897834300995,0.007244882173836231,0.23275774717330933
34.0,24,21034,514048,1.5,251,0.001,0.13971746989991515,1.0,250,0.006568926852196455,0.01259056106209755,0.16758781671524048
31.39,24,21117,516096,1.43,252,0.001,0.10965608905535192,1.0,251,0.00998595729470253,0.008601656183600426,0.22522395849227905
33.83,24,21200,518144,1.41,253,0.001,0.13449669394176453,1.0,252,0.007262369152158499,0.010100902989506721,0.20569205284118652
34.31,24,21278,520192,1.43,254,0.001,0.08854505391791463,1.0,253,0.007729475852102041,0.016253666952252388,0.14819800853729248
35.75,24,21352,522240,1.48,255,0.001,0.10265237817075104,1.0,254,0.0072247921489179134,0.013948535546660423,0.26214879751205444
36.86,24,21428,524288,1.42,256,0.001,0.1155379485571757,1.0,255,0.006773634813725948,0.01144188642501831,0.09833884239196777
35.99,24,21506,526336,1.49,257,0.001,0.11438252814114094,1.0,256,0.006090426817536354,0.007522638887166977,0.1233559250831604
34.33,24,21587,528384,1.29,258,0.001,0.09277952127158642,1.0,257,0.0067796120420098305,0.013990739360451698,0.2176796793937683
31.0,24,21668,530432,1.36,259,0.001,0.12767288878094404,1.0,258,0.007534526288509369,0.011774239130318165,0.13295745849609375
33.98,24,21743,532480,1.29,260,0.001,0.12008920065127313,1.0,259,0.008520539849996567,0.01495133712887764,0.1513819694519043
32.74,24,21819,534528,1.55,261,0.001,0.10396122157108038,1.0,260,0.0069746775552630424,0.01799560897052288,0.20026522874832153
33.59,24,21904,536576,1.58,262,0.001,0.09730132515542209,1.0,261,0.009204747155308723,0.01993076503276825,0.23591160774230957
31.07,24,21981,538624,1.75,263,0.001,0.11693396470509469,1.0,262,0.00953519158065319,0.010372428223490715,0.2962450385093689
33.14,24,22058,540672,1.35,264,0.001,0.1395482019521296,1.0,263,0.007031370420008898,0.014875899069011211,0.24429386854171753
34.01,24,22136,542720,1.28,265,0.001,0.08610903203953058,1.0,264,0.0077170683071017265,0.011456673964858055,0.22051435708999634
34.42,24,22209,544768,1.32,266,0.001,0.10454366623889655,1.0,265,0.007296700030565262,0.01203465647995472,0.2726443409919739
31.34,24,22291,546816,1.67,267,0.001,0.08027629111893475,1.0,266,0.008610852994024754,0.0070364936254918575,0.19514507055282593
31.25,24,22358,548864,1.73,268,0.001,0.1655681986361742,1.0,267,0.009251739829778671,0.009927218779921532,0.13576078414916992
34.86,24,22442,550912,1.27,269,0.001,0.13543241734150796,1.0,268,0.007400919683277607,0.014788655564188957,0.19237428903579712
34.18,24,22532,552960,1.23,270,0.001,0.08036248325370252,1.0,269,0.007577540352940559,0.008862970396876335,0.3307831287384033
32.46,24,22614,555008,1.35,271,0.001,0.08406243869103491,1.0,270,0.006291612051427364,0.014291240833699703,0.3233792185783386
35.17,24,22692,557056,1.41,272,0.001,0.11052732798270881,1.0,271,0.006380530074238777,0.011590195819735527,0.2417076826095581
36.48,24,22774,559104,1.42,273,0.001,0.11849079090170563,1.0,272,0.008455432951450348,0.01333589106798172,0.16458147764205933
34.63,24,22853,561152,1.53,274,0.001,0.10235500670969486,1.0,273,0.008588369935750961,0.014931829646229744,0.3127209544181824
34.14,24,22939,563200,1.45,275,0.001,0.10851558737922459,1.0,274,0.009199815802276134,0.014325961470603943,0.1654435396194458
34.55,24,23020,565248,1.48,276,0.001,0.1123986423946917,1.0,275,0.009196078404784203,0.010113110765814781,0.09359961748123169
32.71,24,23093,567296,1.52,277,0.001,0.12332364476751537,1.0,276,0.007254275493323803,0.016088716685771942,0.1670438051223755
30.85,24,23162,569344,1.58,278,0.001,0.12762450324371458,1.0,277,0.008041657507419586,0.013895280659198761,0.1492106318473816
29.2,24,23232,571392,1.65,279,0.001,0.13028897857293487,1.0,278,0.008579561486840248,0.01324466709047556,0.2238052487373352
33.55,24,23306,573440,1.42,280,0.001,0.11408957880921662,1.0,279,0.006189477629959583,0.008851466700434685,0.26309001445770264
